,input_a,input_b,operand,output,MR1_input_a,MR1_input_b,MR1_output,constant,MR2_input_a,MR2_input_b,MR2_output,MR3_input_a,MR3_input_b,MR3_output,MR4_input_a,MR4_input_b,MR4_output,MR1_checker,MR2_checker,MR3_checker,MR4_checker,Component 1,Component 2,Component 3,Component 4,Component 5,KMeans,segment
98,1,4,1,-3.0,4.0,1.0,3.0,5.0,5.0,20.0,-15.0,6.0,9.0,-3.0,-4.0,-1.0,-3.0,0.0,0.0,1.0,1.0,-3.5095351374324486,-1.6630703493955847,-1.6476203312295281,0.017686385515196208,0.9690047996847332,3,fourth
99,9,7,1,2.0,7.0,9.0,-2.0,7.0,63.0,49.0,14.0,16.0,14.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,-0.5345852669779305,-1.4219043466810968,3.4093720948979067,3.104318317689063,-0.9115597061123852,1,seconds
100,3,0,0,3.0,0.0,3.0,3.0,5.0,15.0,0.0,15.0,8.0,5.0,13.0,-2.0,-5.0,-7.0,1.0,1.0,0.0,0.0,1.0027662084111268,-0.3889230209233316,-1.3057613136079602,-3.4137995838350186,0.13247672863808535,4,five
101,7,5,0,12.0,5.0,7.0,12.0,8.0,56.0,40.0,96.0,15.0,13.0,28.0,-1.0,-3.0,-4.0,1.0,1.0,0.0,0.0,4.774603296019573,-1.3079693205892793,0.9661639230241245,1.2023788786871545,0.18498094820340538,2,third
102,7,1,0,8.0,1.0,7.0,8.0,7.0,49.0,7.0,56.0,14.0,8.0,22.0,0.0,-6.0,-6.0,1.0,1.0,0.0,0.0,3.3420113717314877,-0.5547617010789951,1.206347806982988,-1.8401354252338755,0.6796515171697713,2,third
103,4,0,0,4.0,0.0,4.0,4.0,1.0,4.0,0.0,4.0,5.0,1.0,6.0,3.0,-1.0,2.0,1.0,1.0,0.0,0.0,0.10162656047555883,2.2725612013872185,-1.4135005500672806,-3.2700336069244997,0.057551161584307634,4,five
104,1,4,0,5.0,4.0,1.0,5.0,2.0,2.0,8.0,10.0,3.0,6.0,9.0,-1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.2267364603209659,1.1422958279870707,-3.2243602369572937,-1.307775144400825,-0.7710364006870488,4,five
105,2,1,0,3.0,1.0,2.0,3.0,3.0,6.0,3.0,9.0,5.0,4.0,9.0,-1.0,-2.0,-3.0,1.0,1.0,0.0,0.0,0.30046550942168443,0.5666912081083596,-2.2183137100199812,-2.9783980518841715,-0.24846635107520135,4,five
106,3,6,0,9.0,6.0,3.0,9.0,9.0,27.0,54.0,81.0,12.0,15.0,27.0,-6.0,-3.0,-9.0,1.0,1.0,0.0,0.0,3.8382719464452335,-3.0194936341327114,-1.4361206358654095,1.247254827478643,-0.46059263474249945,2,third
107,9,5,0,14.0,5.0,9.0,14.0,6.0,54.0,30.0,84.0,15.0,11.0,26.0,3.0,-1.0,2.0,1.0,1.0,0.0,0.0,4.596720659918005,0.6714169377825666,1.6075925663766135,1.3590589766615697,0.4363488212032382,2,third
108,5,2,0,7.0,2.0,5.0,7.0,6.0,30.0,12.0,42.0,11.0,8.0,19.0,-1.0,-4.0,-5.0,1.0,1.0,0.0,0.0,2.471621228442031,-0.4226723084288494,-0.282511023614162,-1.5792849440810137,0.2324866496988649,4,five
109,8,6,0,14.0,6.0,8.0,14.0,0.0,0.0,0.0,0.0,8.0,6.0,14.0,8.0,6.0,14.0,1.0,0.0,1.0,1.0,-0.2602810419090831,4.730131746855073,-0.1920776073158641,1.7819608347479305,2.386353967283997,0,first
110,4,8,0,12.0,8.0,4.0,12.0,3.0,12.0,24.0,36.0,7.0,11.0,18.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,2.177069063807154,1.664897828343807,-2.1545949706294527,1.951540999559235,-0.6878586110429439,0,first
111,7,8,0,15.0,8.0,7.0,15.0,0.0,0.0,0.0,0.0,7.0,8.0,15.0,7.0,8.0,15.0,1.0,0.0,1.0,1.0,-0.2378687180407767,4.6754079493056295,-0.908034586330166,2.7770228339760084,2.036796938096407,0,first
112,9,7,0,16.0,7.0,9.0,16.0,3.0,27.0,21.0,48.0,12.0,10.0,22.0,6.0,4.0,10.0,1.0,1.0,0.0,0.0,3.5038152356525263,3.054222128429857,0.47129855826928246,2.2655790456963008,0.1940424585360926,0,first
113,3,4,0,7.0,4.0,3.0,7.0,9.0,27.0,36.0,63.0,12.0,13.0,25.0,-6.0,-5.0,-11.0,1.0,1.0,0.0,0.0,3.281406511849052,-2.9258587215134635,-1.205527494847732,-0.29231183019602436,-0.1836196886911458,2,third
114,7,3,0,10.0,3.0,7.0,10.0,8.0,56.0,24.0,80.0,15.0,11.0,26.0,-1.0,-5.0,-6.0,1.0,1.0,0.0,0.0,4.249922411980082,-1.2543761231453572,1.2027680573032231,-0.29700431950968914,0.4514742900840089,2,third
115,5,0,0,5.0,0.0,5.0,5.0,2.0,10.0,0.0,10.0,7.0,2.0,9.0,3.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.6945789665316271,1.977671130409791,-0.7746327291472586,-3.066790798043899,0.2719842120907987,4,five
116,7,5,0,12.0,5.0,7.0,12.0,8.0,56.0,40.0,96.0,15.0,13.0,28.0,-1.0,-3.0,-4.0,1.0,1.0,0.0,0.0,4.774603296019573,-1.3079693205892793,0.9661639230241245,1.2023788786871545,0.18498094820340538,2,third
117,3,5,0,8.0,5.0,3.0,8.0,2.0,6.0,10.0,16.0,5.0,7.0,12.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.9580180844753083,1.8399691196104855,-2.4085016238237182,-0.29985930922751114,-0.5549496695822798,0,first
118,9,5,0,14.0,5.0,9.0,14.0,0.0,0.0,0.0,0.0,9.0,5.0,14.0,9.0,5.0,14.0,1.0,0.0,1.0,1.0,-0.1490911259844101,4.918225806383861,0.3815333315132021,1.3758565967069782,2.6445827422142854,0,first
119,3,4,0,7.0,4.0,3.0,7.0,7.0,21.0,28.0,49.0,10.0,11.0,21.0,-4.0,-3.0,-7.0,1.0,1.0,0.0,0.0,2.570213592499505,-1.5908589231363401,-1.5102815182912095,-0.4742228872521492,-0.2606260093948837,4,five
120,2,1,0,3.0,1.0,2.0,3.0,4.0,8.0,4.0,12.0,6.0,5.0,11.0,-2.0,-3.0,-5.0,1.0,1.0,0.0,0.0,0.5888075126690789,-0.031100143767995397,-2.0973691538828065,-2.950984604626849,-0.1902671715139191,4,five
121,3,7,0,10.0,7.0,3.0,10.0,7.0,21.0,49.0,70.0,10.0,14.0,24.0,-4.0,0.0,-4.0,1.0,1.0,0.0,0.0,3.3089580927237026,-1.6111861465392334,-1.8742042096019906,1.7145767208263814,-0.644646615959664,2,third
122,4,9,0,13.0,9.0,4.0,13.0,2.0,8.0,18.0,26.0,6.0,11.0,17.0,2.0,7.0,9.0,1.0,1.0,0.0,0.0,1.9039126627763263,2.515455679236256,-2.4777449814902806,2.4060928806864705,-0.803233808528076,0,first
123,6,0,0,6.0,0.0,6.0,6.0,3.0,18.0,0.0,18.0,9.0,3.0,12.0,3.0,-3.0,0.0,1.0,1.0,0.0,0.0,1.325486633772379,1.6634891103339295,-0.09093297684237259,-2.8570142050552914,0.4784640366907131,4,five
124,5,0,0,5.0,0.0,5.0,5.0,7.0,35.0,0.0,35.0,12.0,7.0,19.0,-2.0,-7.0,-9.0,1.0,1.0,0.0,0.0,2.340492065261998,-1.0558709592719229,0.15130205377154002,-2.981178829641788,0.5295299260247609,4,five
125,1,3,0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,-0.24059925324044898,1.6771543736855168,-3.192564773739643,-2.0012463797469184,-0.7209247306028177,4,five
126,5,0,0,5.0,0.0,5.0,5.0,1.0,5.0,0.0,5.0,6.0,1.0,7.0,4.0,-1.0,3.0,1.0,1.0,0.0,0.0,0.3653963467855527,2.584379548346133,-0.9598196857310183,-3.083913191724321,0.2204750693040063,4,five
127,1,1,0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,18.0,10.0,10.0,20.0,-8.0,-8.0,-16.0,1.0,1.0,0.0,0.0,1.6149266978573216,-3.254707453714948,-2.1256549630726527,-3.026172919972445,-0.030382277800899745,4,five
128,1,6,0,7.0,6.0,1.0,7.0,8.0,8.0,48.0,56.0,9.0,14.0,23.0,-7.0,-2.0,-9.0,1.0,1.0,0.0,0.0,2.6572645353009947,-2.8005450699976158,-2.8156938892151424,0.6981385203163477,-0.7587914250169794,4,five
129,5,7,0,12.0,7.0,5.0,12.0,9.0,45.0,63.0,108.0,14.0,16.0,30.0,-4.0,-2.0,-6.0,1.0,1.0,0.0,0.0,4.947886325840784,-2.5970099893119793,-0.2854000266228115,2.441549259580395,-0.33685709958139204,2,third
130,0,6,0,6.0,6.0,0.0,6.0,6.0,0.0,36.0,36.0,6.0,12.0,18.0,-6.0,0.0,-6.0,1.0,1.0,0.0,0.0,1.598955097935729,-1.6876342136795377,-3.6085667292101573,0.24647323705039306,-0.9737858321456273,4,five
131,3,9,0,12.0,9.0,3.0,12.0,1.0,3.0,9.0,12.0,4.0,10.0,14.0,2.0,8.0,10.0,1.0,1.0,0.0,0.0,1.185107409807488,2.9808874939534356,-3.121246306394268,2.0252913962096666,-0.97448525321948,0,first
132,6,8,0,14.0,8.0,6.0,14.0,4.0,24.0,32.0,56.0,10.0,12.0,22.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,3.257417611361691,1.4734293708779036,-0.9259224838653218,2.517972521821328,-0.3723031342661961,0,first
133,9,5,0,14.0,5.0,9.0,14.0,0.0,0.0,0.0,0.0,9.0,5.0,14.0,9.0,5.0,14.0,1.0,0.0,1.0,1.0,-0.1490911259844101,4.918225806383861,0.3815333315132021,1.3758565967069782,2.6445827422142854,0,first
134,1,8,0,9.0,8.0,1.0,9.0,5.0,5.0,40.0,45.0,6.0,13.0,19.0,-4.0,3.0,-1.0,1.0,1.0,0.0,0.0,2.0359145205300666,-0.669264126119197,-3.4109992240733966,1.703155728386083,-1.101776300648419,4,five
135,9,6,0,15.0,6.0,9.0,15.0,7.0,63.0,42.0,105.0,16.0,13.0,29.0,2.0,-1.0,1.0,1.0,1.0,0.0,0.0,5.328523345166576,-0.08075540742325832,1.7761633051133954,2.219307456612077,0.3177456328950753,2,third
136,5,0,0,5.0,0.0,5.0,5.0,2.0,10.0,0.0,10.0,7.0,2.0,9.0,3.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.6945789665316271,1.977671130409791,-0.7746327291472586,-3.066790798043899,0.2719842120907987,4,five
137,4,0,0,4.0,0.0,4.0,4.0,6.0,24.0,0.0,24.0,10.0,6.0,16.0,-2.0,-6.0,-8.0,1.0,1.0,0.0,0.0,1.6526515062442206,-0.7127510155484102,-0.5996455956106421,-3.200756098792407,0.33497994028471123,4,five
138,1,2,0,3.0,2.0,1.0,3.0,3.0,3.0,6.0,9.0,4.0,5.0,9.0,-2.0,-1.0,-3.0,1.0,1.0,0.0,0.0,0.18061952755502303,0.34747249946423325,-2.850156056034211,-2.5218193007884953,-0.51048469340175,4,five
139,8,4,0,12.0,4.0,8.0,12.0,5.0,40.0,20.0,60.0,13.0,9.0,22.0,3.0,-1.0,2.0,1.0,1.0,0.0,0.0,3.557422216546765,1.1103131190510178,0.9016880937952642,0.3398059727726928,0.3974549494341053,2,third
140,3,3,0,6.0,3.0,3.0,6.0,6.0,18.0,18.0,36.0,9.0,9.0,18.0,-3.0,-3.0,-6.0,1.0,1.0,0.0,0.0,1.9844612413616782,-0.936604140401144,-1.5383454696119776,-1.27468655540081,-0.176362102977201,4,five
141,2,0,0,2.0,0.0,2.0,2.0,9.0,18.0,0.0,18.0,11.0,9.0,20.0,-7.0,-9.0,-16.0,1.0,1.0,0.0,0.0,1.7520848116079597,-2.9732394468401453,-1.3773498026880957,-3.5837006971775702,0.23921519931816937,4,five
142,3,5,0,8.0,5.0,3.0,8.0,7.0,21.0,35.0,56.0,10.0,12.0,22.0,-4.0,-2.0,-6.0,1.0,1.0,0.0,0.0,2.8164617592409047,-1.5976346642706378,-1.63158908206147,0.2553769821073612,-0.38863287824981047,2,third
143,5,6,0,11.0,6.0,5.0,11.0,8.0,40.0,48.0,88.0,13.0,14.0,27.0,-3.0,-2.0,-5.0,1.0,1.0,0.0,0.0,4.243717337126544,-1.8233589695400325,-0.37332339248199714,1.5340931586291662,-0.2184409568302574,2,third
144,5,4,0,9.0,4.0,5.0,9.0,2.0,10.0,8.0,18.0,7.0,6.0,13.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.3577261279303094,2.3509853176258635,-1.3199729168425154,-0.5502259153840978,-0.13524722162140768,0,first
145,1,3,0,4.0,3.0,1.0,4.0,3.0,3.0,9.0,12.0,4.0,6.0,10.0,-2.0,0.0,-2.0,1.0,1.0,0.0,0.0,0.3624985931830394,0.4207801886805885,-2.9834856063273145,-1.8725863503846332,-0.6175323539151766,4,five
146,8,0,0,8.0,0.0,8.0,8.0,7.0,56.0,0.0,56.0,15.0,7.0,22.0,1.0,-7.0,-6.0,1.0,1.0,0.0,0.0,3.473398774854133,-0.2940434602810844,1.9158320292441013,-2.3640135270691847,0.9467226160246673,2,third
147,9,7,0,16.0,7.0,9.0,16.0,2.0,18.0,14.0,32.0,11.0,9.0,20.0,7.0,5.0,12.0,1.0,1.0,0.0,0.0,2.9860761665886644,3.8396604476767107,0.17540926250081942,2.0947469756274795,0.19511838216007826,0,first
148,3,9,0,12.0,9.0,3.0,12.0,4.0,12.0,36.0,48.0,7.0,13.0,20.0,-1.0,5.0,4.0,1.0,1.0,0.0,0.0,2.493280918006995,0.6780749325728032,-2.61903282176839,2.599533927877535,-0.9375728034444987,0,first
149,9,4,0,13.0,4.0,9.0,13.0,6.0,54.0,24.0,78.0,15.0,10.0,25.0,3.0,-2.0,1.0,1.0,1.0,0.0,0.0,4.3665647684549524,0.6581718213292012,1.7319056267775843,0.6495508370409717,0.5591158879727897,2,third
150,1,3,0,4.0,3.0,1.0,4.0,7.0,7.0,21.0,28.0,8.0,10.0,18.0,-6.0,-4.0,-10.0,1.0,1.0,0.0,0.0,1.5686942860300155,-2.0919681813292685,-2.5653272715026585,-1.615266291660062,-0.41074760053989445,4,five
151,9,2,0,11.0,2.0,9.0,11.0,6.0,54.0,12.0,66.0,15.0,8.0,23.0,3.0,-4.0,-1.0,1.0,1.0,0.0,0.0,3.906252985528843,0.6316815884224704,1.9805317475795268,-0.7694654422002245,0.8046500215118927,2,third
152,9,2,0,11.0,2.0,9.0,11.0,1.0,9.0,2.0,11.0,10.0,3.0,13.0,8.0,1.0,9.0,1.0,1.0,0.0,0.0,1.719864522168178,4.058351744965157,0.5762226845049813,-1.1213325490715325,0.6790345874974472,0,first
153,5,0,0,5.0,0.0,5.0,5.0,9.0,45.0,0.0,45.0,14.0,9.0,23.0,-4.0,-9.0,-13.0,1.0,1.0,0.0,0.0,2.998857304754146,-2.2692877951446087,0.5216759669390593,-2.9469340422809434,0.632548211598346,2,third
154,6,6,0,12.0,6.0,6.0,12.0,4.0,24.0,24.0,48.0,10.0,10.0,20.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.861474929548967,1.36685570762052,-0.6652743765405367,1.17932316153578,-0.1477282090685928,0,first
155,8,5,0,13.0,5.0,8.0,13.0,1.0,8.0,5.0,13.0,9.0,6.0,15.0,7.0,4.0,11.0,1.0,1.0,0.0,0.0,1.9051782810721585,4.086581611181287,-0.29547981049485605,0.5196955085064039,0.22640651074971885,0,first
156,6,1,0,7.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,1.0,7.0,1.0,0.0,1.0,1.0,-1.4178765523092822,3.4203517939420838,-0.34287720367734603,-1.528535017480049,2.5091941972245313,0,first
157,7,4,0,11.0,4.0,7.0,11.0,7.0,49.0,28.0,77.0,14.0,11.0,25.0,0.0,-3.0,-3.0,1.0,1.0,0.0,0.0,4.080755871955686,-0.5750889244818886,0.842425115672207,0.34866418284465533,0.29563091060499136,2,third
158,1,4,0,5.0,4.0,1.0,5.0,6.0,6.0,24.0,30.0,7.0,10.0,17.0,-5.0,-2.0,-7.0,1.0,1.0,0.0,0.0,1.497301254281325,-1.4505359723734388,-2.7941799156097935,-0.9700881667206062,-0.5852108556532668,4,five
159,9,4,0,13.0,4.0,9.0,13.0,9.0,81.0,36.0,117.0,18.0,13.0,31.0,0.0,-5.0,-5.0,1.0,1.0,0.0,0.0,5.774951498141427,-1.5179554181223909,2.5925240444065767,0.9812214795972286,0.6030463358692068,2,third
160,6,6,0,12.0,6.0,6.0,12.0,3.0,18.0,18.0,36.0,9.0,9.0,18.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,2.4167610275404763,2.103335245632059,-0.8909102786009931,1.038383497367882,-0.16382192638984677,0,first
161,7,3,0,10.0,3.0,7.0,10.0,3.0,21.0,9.0,30.0,10.0,6.0,16.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,2.1728488781511053,2.175938575843475,0.007591167999443439,-0.7166611545355186,0.31229173696355506,0,first
162,9,4,0,13.0,4.0,9.0,13.0,8.0,72.0,32.0,104.0,17.0,12.0,29.0,1.0,-4.0,-3.0,1.0,1.0,0.0,0.0,5.305489254912603,-0.7925796716385266,2.3056512385302463,0.8706645987451427,0.5884028532370679,2,third
163,1,4,0,5.0,4.0,1.0,5.0,8.0,8.0,32.0,40.0,9.0,12.0,21.0,-7.0,-4.0,-11.0,1.0,1.0,0.0,0.0,2.132583651261504,-2.746951872553693,-2.5790897549360436,-0.8012446778804966,-0.49229808313637574,4,five
164,6,5,0,11.0,5.0,6.0,11.0,2.0,12.0,10.0,22.0,8.0,7.0,15.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,1.8062603351823157,2.74648623683958,-0.9802111337376351,0.268302612535034,-0.07810778528304907,0,first
165,5,7,0,12.0,7.0,5.0,12.0,5.0,25.0,35.0,60.0,10.0,12.0,22.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.1805721390628046,0.3904076948879626,-1.1103017586177522,1.8104912521691707,-0.39617921233806086,2,third
166,4,4,0,8.0,4.0,4.0,8.0,9.0,36.0,36.0,72.0,13.0,13.0,26.0,-5.0,-5.0,-10.0,1.0,1.0,0.0,0.0,3.696997342897781,-2.691208170948285,-0.5725189049720137,-0.08005627856381543,-0.0525086845977537,2,third
167,5,3,0,8.0,3.0,5.0,8.0,6.0,30.0,18.0,48.0,11.0,9.0,20.0,-1.0,-3.0,-4.0,1.0,1.0,0.0,0.0,2.701777119905084,-0.40942719197548405,-0.40682408401513304,-0.869776804460415,0.10971958292931326,2,third
168,4,1,0,5.0,1.0,4.0,5.0,6.0,24.0,6.0,30.0,10.0,7.0,17.0,-2.0,-5.0,-7.0,1.0,1.0,0.0,0.0,1.8828073977072741,-0.6995058990950449,-0.7239586560116132,-2.491247959171809,0.2122128735151596,4,five
169,7,9,0,16.0,9.0,7.0,16.0,2.0,14.0,18.0,32.0,9.0,11.0,20.0,5.0,7.0,12.0,1.0,1.0,0.0,0.0,2.7521549134833334,3.421972796465351,-1.0494544914041977,2.974254802449017,-0.3263919242288453,0,first
170,7,8,0,15.0,8.0,7.0,15.0,1.0,7.0,8.0,15.0,8.0,9.0,17.0,6.0,7.0,13.0,1.0,1.0,0.0,0.0,2.090492039976139,4.114811477397415,-1.1671823054946933,2.1607235660843402,-0.22622156599800922,0,first
171,5,8,0,13.0,8.0,5.0,13.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,5.0,8.0,13.0,1.0,0.0,1.0,1.0,-0.7274530294760809,4.032479306289365,-1.770564383617827,2.4113157876836597,1.7029958967504335,0,first
172,2,7,0,9.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,2.0,7.0,9.0,1.0,0.0,1.0,1.0,-1.5954317364220163,2.934716079785622,-2.922013039364083,1.2737974570580124,1.2936225889887747,0,first
173,9,3,0,12.0,3.0,9.0,12.0,7.0,63.0,21.0,84.0,16.0,10.0,26.0,2.0,-4.0,-2.0,1.0,1.0,0.0,0.0,4.589778844942376,-0.06042818402036512,2.1400859964241756,0.03050784853354724,0.7017662394598557,2,third
174,8,9,0,17.0,9.0,8.0,17.0,2.0,16.0,18.0,34.0,10.0,11.0,21.0,6.0,7.0,13.0,1.0,1.0,0.0,0.0,3.034902330385669,3.7241451688750487,-0.5733576613755034,3.1636421097031984,-0.16744462946243516,0,first
175,0,5,0,5.0,5.0,0.0,5.0,5.0,0.0,25.0,25.0,5.0,10.0,15.0,-5.0,0.0,-5.0,1.0,1.0,0.0,0.0,1.0540433632965818,-1.0422964970043298,-3.5723882800843407,-0.5642814846751681,-0.8962119625024343,4,five
176,0,7,0,7.0,7.0,0.0,7.0,8.0,0.0,56.0,56.0,8.0,15.0,23.0,-8.0,-1.0,-9.0,1.0,1.0,0.0,0.0,2.5229917768643526,-3.0716381938339725,-3.544588580537978,1.2388414598365642,-1.0271257130039615,4,five
177,0,1,0,1.0,1.0,0.0,1.0,8.0,0.0,8.0,8.0,8.0,9.0,17.0,-8.0,-7.0,-15.0,1.0,1.0,0.0,0.0,0.948949124745882,-2.9108586015022064,-2.834776177700682,-3.259308134753968,-0.2276456873621507,4,five
178,2,1,0,3.0,1.0,2.0,3.0,4.0,8.0,4.0,12.0,6.0,5.0,11.0,-2.0,-3.0,-5.0,1.0,1.0,0.0,0.0,0.5888075126690789,-0.031100143767995397,-2.0973691538828065,-2.950984604626849,-0.1902671715139191,4,five
179,5,6,0,11.0,6.0,5.0,11.0,7.0,35.0,42.0,77.0,12.0,13.0,25.0,-2.0,-1.0,-3.0,1.0,1.0,0.0,0.0,3.8179810657103936,-1.0965254060777103,-0.5765433288500217,1.396420386515273,-0.23851128710479955,2,third
180,3,6,0,9.0,6.0,3.0,9.0,9.0,27.0,54.0,81.0,12.0,15.0,27.0,-6.0,-3.0,-9.0,1.0,1.0,0.0,0.0,3.8382719464452335,-3.0194936341327114,-1.4361206358654095,1.247254827478643,-0.46059263474249945,2,third
181,3,1,0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,-0.012448710763110177,2.0740922588199844,-2.006521957958068,-2.847104531198639,-0.20194080247806723,4,five
182,7,3,0,10.0,3.0,7.0,10.0,8.0,56.0,24.0,80.0,15.0,11.0,26.0,-1.0,-5.0,-6.0,1.0,1.0,0.0,0.0,4.249922411980082,-1.2543761231453572,1.2027680573032231,-0.29700431950968914,0.4514742900840089,2,third
183,6,2,0,8.0,2.0,6.0,8.0,7.0,42.0,14.0,56.0,13.0,9.0,22.0,-1.0,-5.0,-6.0,1.0,1.0,0.0,0.0,3.210623968608841,-0.8154799418769056,0.49686358472187375,-1.3162573233985662,0.412580418314876,2,third
184,0,5,0,5.0,5.0,0.0,5.0,7.0,0.0,35.0,35.0,7.0,12.0,19.0,-7.0,-2.0,-9.0,1.0,1.0,0.0,0.0,1.6835550496487692,-2.3594621632614774,-3.396119057534033,-0.3617883204652424,-0.8058255682497169,4,five
185,8,4,0,12.0,4.0,8.0,12.0,6.0,48.0,24.0,72.0,14.0,10.0,24.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,4.007906829183248,0.39458334711637105,1.1661449339791625,0.4470959615707748,0.41607504501953274,2,third
186,7,3,0,10.0,3.0,7.0,10.0,4.0,28.0,12.0,40.0,11.0,7.0,18.0,3.0,-1.0,2.0,1.0,1.0,0.0,0.0,2.5882635849169002,1.489875636045709,0.2466265458601997,-0.6327297875303527,0.3401282475876459,2,third
187,4,1,0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,4.0,1.0,5.0,1.0,0.0,1.0,1.0,-1.9074608637445862,2.777423150925819,-1.2054070009650066,-1.894242063772397,2.1753931558785573,0,first
188,9,1,0,10.0,1.0,9.0,10.0,3.0,27.0,3.0,30.0,12.0,4.0,16.0,6.0,-2.0,4.0,1.0,1.0,0.0,0.0,2.412540841884428,2.6143759931317274,1.2712758600279028,-1.629818656726872,0.836328421616652,0,first
189,6,4,0,10.0,4.0,6.0,10.0,9.0,54.0,36.0,90.0,15.0,13.0,28.0,-3.0,-5.0,-8.0,1.0,1.0,0.0,0.0,4.5281790049952395,-2.2219070698179273,0.6934982747794225,0.344454824700602,0.20971332358903072,2,third
190,7,2,0,9.0,2.0,7.0,9.0,9.0,63.0,18.0,81.0,16.0,11.0,27.0,-2.0,-7.0,-9.0,1.0,1.0,0.0,0.0,4.3869044014477865,-1.8936216066334994,1.5571000056728177,-0.982856281341857,0.6177972737337766,2,third
191,5,5,0,10.0,5.0,5.0,10.0,1.0,5.0,5.0,10.0,6.0,6.0,12.0,4.0,4.0,8.0,1.0,1.0,0.0,0.0,1.1138689221421767,3.15112657030454,-1.6565224035036432,-0.03866573709412988,-0.2623652124093766,0,first
192,8,0,0,8.0,0.0,8.0,8.0,5.0,40.0,0.0,40.0,13.0,5.0,18.0,3.0,-5.0,-2.0,1.0,1.0,0.0,0.0,2.701167751807933,0.9772492228869039,1.410962321921991,-2.4178596667540524,0.8675640081708125,2,third
193,6,3,0,9.0,3.0,6.0,9.0,5.0,30.0,15.0,45.0,11.0,8.0,19.0,1.0,-2.0,-1.0,1.0,1.0,0.0,0.0,2.6639979830033345,0.5305782474858953,-0.05768280338503477,-0.74798640394138,0.22094730230519133,2,third
194,4,1,0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,5.0,5.0,2.0,7.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.2513210755468836,2.3859106057788995,-1.5528410936218058,-2.6609841159984606,-0.03901689475836889,4,five
195,8,7,0,15.0,7.0,8.0,15.0,1.0,8.0,7.0,15.0,9.0,8.0,17.0,7.0,6.0,13.0,1.0,1.0,0.0,0.0,2.204567311214808,4.3132804199646495,-0.574160897603906,1.73779449035848,0.033270398064365936,0,first
196,1,9,0,10.0,9.0,1.0,10.0,3.0,3.0,27.0,30.0,4.0,12.0,16.0,-2.0,6.0,4.0,1.0,1.0,0.0,0.0,1.4537729869511373,0.8606263239787184,-3.7834629080859354,2.02281135203854,-1.2598183169957362,0,first
197,3,1,0,4.0,1.0,3.0,4.0,3.0,9.0,3.0,12.0,6.0,4.0,10.0,0.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.6021905569163623,0.8592176059688409,-1.7198009142988548,-2.785743852575986,-0.09349566926207942,4,five
198,1,4,0,5.0,4.0,1.0,5.0,5.0,5.0,20.0,25.0,6.0,9.0,15.0,-4.0,-1.0,-5.0,1.0,1.0,0.0,0.0,1.1796600557912353,-0.8023280222833112,-2.901724995946668,-1.0545099111406606,-0.6316672419117123,4,five
199,9,7,0,16.0,7.0,9.0,16.0,7.0,63.0,49.0,112.0,16.0,14.0,30.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,5.574771511907977,-0.08753114855755634,1.6548557413431348,2.9489073259715872,0.18973876404014856,2,third
