,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR4_input_b==-3',)",1,"('MR1 == No-violated',)",1,1.0,0.11,1.0,0.0
1,"('MR2 == No-violated', 'MR3 == Violated', 'MR4_input_b==-5')",3,"('MR4 == Violated',)",1,1.0,0.1,1.0869565217391306,79999999.99999996
2,"('MR4 == Violated', 'MR4_input_b==-5')",2,"('MR2 == No-violated', 'MR3 == Violated')",2,1.0,0.1,1.0869565217391306,79999999.99999996
3,"('MR3 == Violated', 'MR4_input_b==-5')",2,"('MR2 == No-violated', 'MR4 == Violated')",2,1.0,0.1,1.0869565217391306,79999999.99999996
4,"('MR2 == No-violated', 'MR4_input_b==-5')",2,"('MR3 == Violated', 'MR4 == Violated')",2,1.0,0.1,1.0869565217391306,79999999.99999996
5,"('MR4_input_b==-5',)",1,"('MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",3,1.0,0.1,1.0869565217391306,79999999.99999996
6,"('MR1 == No-violated', 'MR2 == No-violated', 'input_a==5')",3,"('MR1_input_b==5', 'MR4 == Violated')",2,1.0,0.13,7.692307692307693,870000000.0
7,"('MR1 == No-violated', 'MR1_input_b==5', 'MR4 == Violated')",3,"('MR2 == No-violated', 'input_a==5')",2,1.0,0.13,7.692307692307693,870000000.0
8,"('MR1 == No-violated', 'MR1_input_b==5', 'MR2 == No-violated')",3,"('MR4 == Violated', 'input_a==5')",2,1.0,0.13,7.692307692307693,870000000.0
9,"('MR4 == Violated', 'input_a==5')",2,"('MR1 == No-violated', 'MR1_input_b==5', 'MR2 == No-violated')",3,1.0,0.13,7.692307692307693,870000000.0
10,"('MR2 == No-violated', 'input_a==5')",2,"('MR1 == No-violated', 'MR1_input_b==5', 'MR4 == Violated')",3,1.0,0.13,7.692307692307693,870000000.0
11,"('MR1_input_b==5', 'MR4 == Violated')",2,"('MR1 == No-violated', 'MR2 == No-violated', 'input_a==5')",3,1.0,0.13,7.692307692307693,870000000.0
12,"('MR1_input_b==5', 'MR2 == No-violated')",2,"('MR1 == No-violated', 'MR4 == Violated', 'input_a==5')",3,1.0,0.13,7.692307692307693,870000000.0
13,"('MR2 == No-violated', 'MR4 == Violated', 'MR4_input_b==-1')",3,"('MR1 == No-violated',)",1,1.0,0.1,1.0,0.0
14,"('MR1_input_a==5', 'MR3 == Violated')",2,"('MR1 == No-violated',)",1,1.0,0.1,1.0,0.0
15,"('MR3 == Violated',)",1,"('MR2 == No-violated',)",1,1.0,0.92,1.0869565217391304,79999999.99999996
16,"('MR2 == No-violated',)",1,"('MR3 == Violated',)",1,1.0,0.92,1.0869565217391304,79999999.99999996
17,"('MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'MR4 == Violated')",5,"('MR1 == No-violated',)",1,1.0,0.12,1.0,0.0
18,"('MR1 == No-violated', 'MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'MR4 == Violated')",5,"('MR1_input_a==0',)",1,1.0,0.12,8.333333333333334,880000000.0
19,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2_input_b==0', 'MR3 == Violated', 'MR4 == Violated')",5,"('MR2 == No-violated',)",1,1.0,0.12,1.0869565217391304,79999999.99999996
20,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",5,"('MR2_input_b==0',)",1,1.0,0.12,5.0,800000000.0
21,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'MR4 == Violated')",5,"('MR3 == Violated',)",1,1.0,0.12,1.0869565217391304,79999999.99999996
22,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated')",5,"('MR4 == Violated',)",1,1.0,0.12,1.0869565217391304,79999999.99999996
23,"('MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'MR4 == Violated')",4,"('MR1 == No-violated', 'MR1_input_a==0')",2,1.0,0.12,8.333333333333334,880000000.0
24,"('MR1_input_a==0', 'MR2_input_b==0', 'MR3 == Violated', 'MR4 == Violated')",4,"('MR1 == No-violated', 'MR2 == No-violated')",2,1.0,0.12,1.0869565217391304,79999999.99999996
25,"('MR1_input_a==0', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",4,"('MR1 == No-violated', 'MR2_input_b==0')",2,1.0,0.12,5.0,800000000.0
26,"('MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'MR4 == Violated')",4,"('MR1 == No-violated', 'MR3 == Violated')",2,1.0,0.12,1.0869565217391304,79999999.99999996
27,"('MR1_input_a==3', 'MR2 == No-violated', 'MR3 == Violated', 'input_b==3')",4,"('MR1 == No-violated', 'MR4 == Violated')",2,1.0,0.11,1.0869565217391304,79999999.99999996
28,"('MR2 == No-violated', 'MR4 == Violated', 'MR4_input_a==3')",3,"('MR1 == No-violated',)",1,1.0,0.13,1.0,0.0
29,"('MR1 == No-violated', 'MR4 == Violated', 'MR4_input_a==3')",3,"('MR2 == No-violated',)",1,1.0,0.13,1.0869565217391306,79999999.99999996
30,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4_input_a==3')",3,"('MR4 == Violated',)",1,1.0,0.13,1.0869565217391306,79999999.99999996
31,"('MR4 == Violated', 'MR4_input_a==3')",2,"('MR1 == No-violated', 'MR2 == No-violated')",2,1.0,0.13,1.0869565217391306,79999999.99999996
32,"('MR2 == No-violated', 'MR4_input_a==3')",2,"('MR1 == No-violated', 'MR4 == Violated')",2,1.0,0.13,1.0869565217391306,79999999.99999996
33,"('MR1 == No-violated', 'MR4_input_a==3')",2,"('MR2 == No-violated', 'MR4 == Violated')",2,1.0,0.13,1.0869565217391306,79999999.99999996
34,"('MR4_input_a==3',)",1,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4 == Violated')",3,1.0,0.13,1.0869565217391306,79999999.99999996
35,"('MR1_input_a==3', 'MR3 == Violated', 'input_b==3')",3,"('MR1 == No-violated',)",1,1.0,0.11,1.0,0.0
36,"('MR1 == No-violated', 'MR3 == Violated', 'input_b==3')",3,"('MR1_input_a==3',)",1,1.0,0.11,9.090909090909092,890000000.0
37,"('MR1 == No-violated', 'MR1_input_a==3', 'input_b==3')",3,"('MR3 == Violated',)",1,1.0,0.11,1.0869565217391304,79999999.99999996
38,"('MR1 == No-violated', 'MR1_input_a==3', 'MR3 == Violated')",3,"('input_b==3',)",1,1.0,0.11,9.090909090909092,890000000.0
39,"('MR3 == Violated', 'input_b==3')",2,"('MR1 == No-violated', 'MR1_input_a==3')",2,1.0,0.11,9.090909090909092,890000000.0
40,"('MR1_input_a==3', 'input_b==3')",2,"('MR1 == No-violated', 'MR3 == Violated')",2,1.0,0.11,1.0869565217391304,79999999.99999996
41,"('MR1_input_a==3', 'MR3 == Violated')",2,"('MR1 == No-violated', 'input_b==3')",2,1.0,0.11,9.090909090909092,890000000.0
42,"('MR1 == No-violated', 'input_b==3')",2,"('MR1_input_a==3', 'MR3 == Violated')",2,1.0,0.11,9.090909090909092,890000000.0
43,"('MR1 == No-violated', 'MR1_input_a==3')",2,"('MR3 == Violated', 'input_b==3')",2,1.0,0.11,9.090909090909092,890000000.0
44,"('input_b==3',)",1,"('MR1 == No-violated', 'MR1_input_a==3', 'MR3 == Violated')",3,1.0,0.11,9.090909090909092,890000000.0
45,"('MR2 == No-violated', 'MR2_input_b==0', 'MR4 == Violated')",3,"('MR1_input_a==0',)",1,1.0,0.12,8.333333333333334,880000000.0
46,"('MR1_input_a==0', 'MR2_input_b==0', 'MR4 == Violated')",3,"('MR2 == No-violated',)",1,1.0,0.12,1.0869565217391304,79999999.99999996
47,"('MR1_input_a==0', 'MR2 == No-violated', 'MR4 == Violated')",3,"('MR2_input_b==0',)",1,1.0,0.12,5.0,800000000.0
48,"('MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0')",3,"('MR4 == Violated',)",1,1.0,0.12,1.0869565217391304,79999999.99999996
49,"('MR2_input_b==0', 'MR4 == Violated')",2,"('MR1_input_a==0', 'MR2 == No-violated')",2,1.0,0.12,8.333333333333334,880000000.0
50,"('MR2 == No-violated', 'MR2_input_b==0')",2,"('MR1_input_a==0', 'MR4 == Violated')",2,1.0,0.12,8.333333333333334,880000000.0
51,"('MR1_input_a==0', 'MR4 == Violated')",2,"('MR2 == No-violated', 'MR2_input_b==0')",2,1.0,0.12,8.333333333333334,880000000.0
52,"('MR1_input_a==0', 'MR2_input_b==0')",2,"('MR2 == No-violated', 'MR4 == Violated')",2,1.0,0.12,1.0869565217391304,79999999.99999996
53,"('MR1_input_a==0', 'MR2 == No-violated')",2,"('MR2_input_b==0', 'MR4 == Violated')",2,1.0,0.12,8.333333333333334,880000000.0
54,"('MR1_input_a==0',)",1,"('MR2 == No-violated', 'MR2_input_b==0', 'MR4 == Violated')",3,1.0,0.12,8.333333333333334,880000000.0
55,"('MR1_input_b==3', 'MR2 == No-violated', 'MR4 == Violated', 'input_a==3')",4,"('MR1 == No-violated',)",1,1.0,0.13,1.0,0.0
56,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4 == Violated', 'input_a==3')",4,"('MR1_input_b==3',)",1,1.0,0.13,7.692307692307693,870000000.0
