,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR4 == Violated', 'sum')",2,"('MR1 == No-violated',)",1,1.0,0.46,1.0,0.0
1,"('MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'sub')",4,"('MR1 == No-violated',)",1,1.0,0.46,1.0,0.0
2,"('MR1 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'sub')",4,"('MR2 == No-violated',)",1,1.0,0.46,1.0869565217391304,79999999.99999996
3,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4 == Violated', 'sub')",4,"('MR3 == Violated',)",1,1.0,0.46,1.0869565217391304,79999999.99999996
4,"('MR2 == No-violated', 'MR4 == Violated')",2,"('MR1 == No-violated', 'MR3 == Violated')",2,1.0,0.92,1.0869565217391304,79999999.99999996
5,"('MR2 == No-violated', 'MR3 == Violated')",2,"('MR1 == No-violated', 'MR4 == Violated')",2,1.0,0.92,1.0869565217391304,79999999.99999996
6,"('MR1 == No-violated', 'MR4 == Violated')",2,"('MR2 == No-violated', 'MR3 == Violated')",2,1.0,0.92,1.0869565217391304,79999999.99999996
7,"('MR4 == Violated',)",1,"('MR1 == No-violated',)",1,1.0,0.92,1.0,0.0
8,"('MR2 == No-violated',)",1,"('MR1 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",3,1.0,0.92,1.0869565217391304,79999999.99999996
9,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'sub')",4,"('MR4 == Violated',)",1,1.0,0.46,1.0869565217391304,79999999.99999996
10,"('MR3 == Violated', 'MR4 == Violated', 'sub')",3,"('MR1 == No-violated', 'MR2 == No-violated')",2,1.0,0.46,1.0869565217391304,79999999.99999996
11,"('MR3 == Violated',)",1,"('MR2 == No-violated',)",1,1.0,0.92,1.0869565217391304,79999999.99999996
12,"('MR1 == No-violated', 'MR3 == Violated')",2,"('MR2 == No-violated', 'MR4 == Violated')",2,1.0,0.92,1.0869565217391304,79999999.99999996
13,"('MR1 == No-violated', 'MR2 == No-violated')",2,"('MR3 == Violated', 'MR4 == Violated')",2,1.0,0.92,1.0869565217391304,79999999.99999996
14,"('MR4 == Violated',)",1,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated')",3,1.0,0.92,1.0869565217391304,79999999.99999996
15,"('MR3 == Violated',)",1,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4 == Violated')",3,1.0,0.92,1.0869565217391304,79999999.99999996
16,"('MR2 == No-violated',)",1,"('MR3 == Violated',)",1,1.0,0.92,1.0869565217391304,79999999.99999996
17,"('MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",3,"('MR1 == No-violated',)",1,1.0,0.92,1.0,0.0
18,"('MR1 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",3,"('MR2 == No-violated',)",1,1.0,0.92,1.0869565217391304,79999999.99999996
19,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4 == Violated')",3,"('MR3 == Violated',)",1,1.0,0.92,1.0869565217391304,79999999.99999996
20,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated')",3,"('MR4 == Violated',)",1,1.0,0.92,1.0869565217391304,79999999.99999996
