,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('input_b == 2',)",1,"('MR1_input_a == 2.0',)",1,1.0,0.13,7.692307692307693,870000000.0
1,"('MR1_input_a == 2.0',)",1,"('input_b == 2',)",1,1.0,0.13,7.692307692307693,870000000.0
2,"('MR1_checker == Violated', 'input_a == 2')",2,"('MR1_input_b == 2.0',)",1,1.0,0.13,7.142857142857142,859999999.9999999
3,"('MR1_checker == Violated', 'MR1_input_b == 2.0')",2,"('input_a == 2',)",1,1.0,0.13,7.142857142857142,859999999.9999999
4,"('input_a == 1',)",1,"('MR1_checker == Violated',)",1,1.0,0.12,1.0638297872340425,60000000.00000005
5,"('MR1_checker == Violated', 'input_b == 4')",2,"('MR1_input_a == 4.0',)",1,1.0,0.1,9.090909090909092,890000000.0
6,"('input_a == 9',)",1,"('MR1_input_b == 9.0',)",1,1.0,0.1,10.0,900000000.0
7,"('MR1_input_b == 9.0',)",1,"('input_a == 9',)",1,1.0,0.1,10.0,900000000.0
8,"('MR1_input_b == 1.0',)",1,"('MR1_checker == Violated',)",1,1.0,0.12,1.0638297872340425,60000000.00000005
9,"('input_a == 5',)",1,"('MR1_checker == Violated',)",1,1.0,0.12,1.0638297872340425,60000000.00000005
10,"('input_b == 7',)",1,"('MR1_input_a == 7.0',)",1,1.0,0.14,7.142857142857144,859999999.9999999
11,"('MR1_input_a == 7.0',)",1,"('input_b == 7',)",1,1.0,0.14,7.142857142857144,859999999.9999999
12,"('MR1_input_b == 1.0',)",1,"('input_a == 1',)",1,1.0,0.12,8.333333333333334,880000000.0
13,"('input_a == 1',)",1,"('MR1_input_b == 1.0',)",1,1.0,0.12,8.333333333333334,880000000.0
14,"('input_a == 4',)",1,"('MR1_input_b == 4.0',)",1,1.0,0.11,9.090909090909092,890000000.0
15,"('MR1_input_b == 4.0',)",1,"('input_a == 4',)",1,1.0,0.11,9.090909090909092,890000000.0
16,"('MR1_checker == Violated', 'input_b == 6')",2,"('MR1_input_a == 6.0',)",1,1.0,0.11,8.333333333333334,880000000.0
17,"('MR1_checker == Violated', 'MR1_input_a == 6.0')",2,"('input_b == 6',)",1,1.0,0.11,8.333333333333334,880000000.0
18,"('MR1_checker == Violated', 'input_a == 4')",2,"('MR1_input_b == 4.0',)",1,1.0,0.1,9.090909090909092,890000000.0
19,"('input_a == 6',)",1,"('MR1_input_b == 6.0',)",1,1.0,0.11,9.090909090909092,890000000.0
20,"('MR1_input_b == 5.0',)",1,"('MR1_checker == Violated',)",1,1.0,0.12,1.0638297872340425,60000000.00000005
21,"('MR1_input_b == 6.0',)",1,"('input_a == 6',)",1,1.0,0.11,9.090909090909092,890000000.0
22,"('MR1_checker == Violated', 'MR1_input_b == 4.0')",2,"('input_a == 4',)",1,1.0,0.1,9.090909090909092,890000000.0
23,"('input_a == 2',)",1,"('MR1_input_b == 2.0',)",1,1.0,0.14,7.142857142857144,859999999.9999999
24,"('MR1_input_b == 2.0',)",1,"('input_a == 2',)",1,1.0,0.14,7.142857142857144,859999999.9999999
25,"('MR1_input_a == 7.0',)",1,"('MR1_checker == Violated',)",1,1.0,0.14,1.0638297872340428,60000000.00000005
26,"('MR1_checker == Violated', 'input_b == 2')",2,"('MR1_input_a == 2.0',)",1,1.0,0.12,7.6923076923076925,870000000.0
27,"('MR1_checker == Violated', 'MR1_input_a == 2.0')",2,"('input_b == 2',)",1,1.0,0.12,7.6923076923076925,870000000.0
28,"('MR1_checker == Violated', 'MR1_input_a == 4.0')",2,"('input_b == 4',)",1,1.0,0.1,9.090909090909092,890000000.0
29,"('input_a == 5',)",1,"('MR1_input_b == 5.0',)",1,1.0,0.12,8.333333333333334,880000000.0
30,"('input_b == 4',)",1,"('MR1_input_a == 4.0',)",1,1.0,0.11,9.090909090909092,890000000.0
31,"('MR1_input_a == 4.0',)",1,"('input_b == 4',)",1,1.0,0.11,9.090909090909092,890000000.0
