,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR1_output==5', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==5')",5,"('MR1 == No-violated', 'sum')",2,1.0,0.3333333333333333,1.0285714285714285,27777777.777777787
1,"('MR1 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==5', 'sum')",5,"('MR1_output==5', 'MR2 == No-violated')",2,1.0,0.3333333333333333,3.0,666666666.6666667
2,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4 == Violated', 'output==5', 'sum')",5,"('MR1_output==5', 'MR3 == Violated')",2,1.0,0.3333333333333333,3.0,666666666.6666667
3,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'output==5', 'sum')",5,"('MR1_output==5', 'MR4 == Violated')",2,1.0,0.3333333333333333,3.0,666666666.6666667
4,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==5')",5,"('MR1_output==5', 'sum')",2,1.0,0.3333333333333333,3.0,666666666.6666667
5,"('MR1 == No-violated', 'MR1_output==5', 'MR4 == Violated', 'output==5', 'sum')",5,"('MR2 == No-violated', 'MR3 == Violated')",2,1.0,0.3333333333333333,1.0285714285714285,27777777.777777787
6,"('MR1 == No-violated', 'MR1_output==5', 'MR3 == Violated', 'output==5', 'sum')",5,"('MR2 == No-violated', 'MR4 == Violated')",2,1.0,0.3333333333333333,1.0285714285714285,27777777.777777787
7,"('MR1_output==5', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==5', 'sum')",6,"('MR1 == No-violated',)",1,1.0,0.3333333333333333,1.0,0.0
8,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==5', 'sum')",6,"('MR1_output==5',)",1,1.0,0.3333333333333333,3.0,666666666.6666667
9,"('MR1 == No-violated', 'MR1_output==5', 'MR3 == Violated', 'MR4 == Violated', 'output==5', 'sum')",6,"('MR2 == No-violated',)",1,1.0,0.3333333333333333,1.0,0.0
10,"('MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'input_b==0', 'sum')",6,"('MR1 == No-violated',)",1,1.0,0.25,1.0,0.0
11,"('MR1 == No-violated', 'MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'input_b==0', 'sum')",6,"('MR1_input_a==0',)",1,1.0,0.25,4.0,750000000.0
12,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2_input_b==0', 'MR3 == Violated', 'input_b==0', 'sum')",6,"('MR2 == No-violated',)",1,1.0,0.25,1.0,0.0
13,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2 == No-violated', 'MR3 == Violated', 'input_b==0', 'sum')",6,"('MR2_input_b==0',)",1,1.0,0.25,4.0,750000000.0
14,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'input_b==0', 'sum')",6,"('MR3 == Violated',)",1,1.0,0.25,1.0285714285714287,27777777.777777787
15,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'sum')",6,"('input_b==0',)",1,1.0,0.25,4.0,750000000.0
16,"('MR1 == No-violated', 'MR1_input_a==0', 'MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'input_b==0')",6,"('sum',)",1,1.0,0.25,1.0285714285714287,27777777.777777787
17,"('MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'input_b==0', 'sum')",5,"('MR1 == No-violated', 'MR1_input_a==0')",2,1.0,0.25,4.0,750000000.0
18,"('MR1_input_a==0', 'MR2_input_b==0', 'MR3 == Violated', 'input_b==0', 'sum')",5,"('MR1 == No-violated', 'MR2 == No-violated')",2,1.0,0.25,1.0,0.0
19,"('MR1_input_a==0', 'MR2 == No-violated', 'MR3 == Violated', 'input_b==0', 'sum')",5,"('MR1 == No-violated', 'MR2_input_b==0')",2,1.0,0.25,4.0,750000000.0
20,"('MR1_input_a==0', 'MR4 == Violated')",2,"('MR3 == Violated',)",1,1.0,0.25,1.0285714285714287,27777777.777777787
21,"('MR1_input_a==0', 'MR3 == Violated')",2,"('MR4 == Violated',)",1,1.0,0.25,1.0285714285714287,27777777.777777787
22,"('MR1_input_a==0',)",1,"('MR3 == Violated', 'MR4 == Violated')",2,1.0,0.25,1.0285714285714287,27777777.777777787
23,"('MR1 == No-violated', 'MR2_input_b==0', 'MR3 == Violated', 'MR4 == Violated', 'input_b==0')",5,"('MR2 == No-violated', 'sum')",2,1.0,0.25,1.0285714285714287,27777777.777777787
24,"('MR1 == No-violated', 'MR2 == No-violated', 'MR4 == Violated', 'input_b==0', 'sum')",5,"('MR2_input_b==0', 'MR3 == Violated')",2,1.0,0.25,4.0,750000000.0
25,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'input_b==0', 'sum')",5,"('MR2_input_b==0', 'MR4 == Violated')",2,1.0,0.25,4.0,750000000.0
26,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'input_b==0')",5,"('MR2_input_b==0', 'sum')",2,1.0,0.25,4.0,750000000.0
27,"('MR1 == No-violated', 'MR2 == No-violated', 'MR2_input_b==0', 'input_b==0', 'sum')",5,"('MR3 == Violated', 'MR4 == Violated')",2,1.0,0.25,1.0285714285714287,27777777.777777787
28,"('MR1 == No-violated', 'MR4 == Violated', 'input_b==0', 'sum')",4,"('MR2 == No-violated', 'MR2_input_b==0', 'MR3 == Violated')",3,1.0,0.25,4.0,750000000.0
29,"('MR1 == No-violated', 'MR3 == Violated', 'input_b==0', 'sum')",4,"('MR2 == No-violated', 'MR2_input_b==0', 'MR4 == Violated')",3,1.0,0.25,4.0,750000000.0
