,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR2_input_b==0',)",1,"('MR2 == Violated', 'MR2_input_a==0', 'MR3 == No-violated', 'MR4 == No-violated', 'constant==0')",5,1.0,0.26666666666666666,3.75,733333333.3333334
1,"('MR2_input_a==0',)",1,"('MR2 == Violated', 'MR2_input_b==0', 'MR3 == No-violated', 'MR4 == No-violated', 'constant==0')",5,1.0,0.26666666666666666,3.75,733333333.3333334
2,"('MR2 == Violated',)",1,"('MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated', 'MR4 == No-violated', 'constant==0')",5,1.0,0.26666666666666666,3.75,733333333.3333334
3,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR4 == No-violated')",4,"('MR3 == No-violated', 'constant==0')",2,1.0,0.26666666666666666,3.75,733333333.3333334
4,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated')",4,"('MR4 == No-violated', 'constant==0')",2,1.0,0.26666666666666666,3.75,733333333.3333334
5,"('MR3 == No-violated', 'MR4 == No-violated', 'constant==0')",3,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0')",3,1.0,0.26666666666666666,3.75,733333333.3333334
6,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0')",3,"('MR3 == No-violated', 'MR4 == No-violated', 'constant==0')",3,1.0,0.26666666666666666,3.75,733333333.3333334
7,"('MR4 == No-violated', 'constant==0')",2,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
8,"('MR3 == No-violated', 'constant==0')",2,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR4 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
9,"('MR3 == No-violated', 'MR4 == No-violated')",2,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'constant==0')",4,1.0,0.26666666666666666,3.75,733333333.3333334
10,"('MR1_input_a==9', 'input_b==9')",2,"('MR4 == Violated', 'sum')",2,1.0,0.2,1.3636363636363638,266666666.66666672
11,"('MR2 == Violated', 'MR2_input_b==0')",2,"('MR2_input_a==0', 'MR3 == No-violated', 'MR4 == No-violated')",3,1.0,0.26666666666666666,3.75,733333333.3333334
12,"('MR2 == Violated', 'MR2_input_a==0')",2,"('MR2_input_b==0', 'MR3 == No-violated', 'MR4 == No-violated')",3,1.0,0.26666666666666666,3.75,733333333.3333334
13,"('MR4 == No-violated',)",1,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
14,"('MR3 == No-violated',)",1,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR4 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
15,"('MR2_input_b==0',)",1,"('MR2 == Violated', 'MR2_input_a==0', 'MR3 == No-violated', 'MR4 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
16,"('MR2_input_a==0',)",1,"('MR2 == Violated', 'MR2_input_b==0', 'MR3 == No-violated', 'MR4 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
17,"('MR2 == Violated',)",1,"('MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated', 'MR4 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
18,"('MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated', 'MR4 == No-violated')",4,"('MR2 == Violated',)",1,1.0,0.26666666666666666,3.75,733333333.3333334
19,"('MR2 == Violated', 'MR2_input_b==0', 'MR3 == No-violated', 'MR4 == No-violated')",4,"('MR2_input_a==0',)",1,1.0,0.26666666666666666,3.75,733333333.3333334
20,"('MR2 == Violated', 'MR2_input_a==0', 'MR3 == No-violated', 'MR4 == No-violated')",4,"('MR2_input_b==0',)",1,1.0,0.26666666666666666,3.75,733333333.3333334
21,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'constant==0')",4,"('MR2_output==0', 'MR3 == No-violated', 'MR4 == No-violated')",3,1.0,0.26666666666666666,3.75,733333333.3333334
22,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR4 == No-violated')",4,"('MR2_output==0', 'MR3 == No-violated', 'constant==0')",3,1.0,0.26666666666666666,3.75,733333333.3333334
23,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated')",4,"('MR2_output==0', 'MR4 == No-violated', 'constant==0')",3,1.0,0.26666666666666666,3.75,733333333.3333334
24,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR2_output==0')",4,"('MR3 == No-violated', 'MR4 == No-violated', 'constant==0')",3,1.0,0.26666666666666666,3.75,733333333.3333334
25,"('MR3 == No-violated', 'MR4 == No-violated', 'constant==0')",3,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR2_output==0')",4,1.0,0.26666666666666666,3.75,733333333.3333334
26,"('MR2_output==0', 'MR4 == No-violated', 'constant==0')",3,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR3 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
27,"('MR2_output==0', 'MR3 == No-violated', 'constant==0')",3,"('MR2 == Violated', 'MR2_input_a==0', 'MR2_input_b==0', 'MR4 == No-violated')",4,1.0,0.26666666666666666,3.75,733333333.3333334
