,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR3_input_b==13',)",1,"('MR3 == Violated',)",1,1.0,0.22857142857142856,1.0,0.0
1,"('MR2 == No-violated', 'MR4 == Violated', 'output==8')",3,"('MR1 == No-violated', 'MR1_output==8', 'MR3 == Violated')",3,1.0,0.2,5.0,800000000.0
2,"('MR1_output==8', 'MR2 == No-violated')",2,"('MR1 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==8')",4,1.0,0.2,5.0,800000000.0
3,"('MR1 == No-violated', 'output==8')",2,"('MR1_output==8', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",4,1.0,0.2,5.0,800000000.0
4,"('MR1 == No-violated', 'MR1_output==8')",2,"('MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==8')",4,1.0,0.2,5.0,800000000.0
5,"('output==8',)",1,"('MR1 == No-violated', 'MR1_output==8', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated')",5,1.0,0.2,5.0,800000000.0
6,"('MR1_output==8',)",1,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'MR4 == Violated', 'output==8')",5,1.0,0.2,5.0,800000000.0
7,"('MR1_output==12',)",1,"('sum',)",1,1.0,0.2,1.0,0.0
8,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'MR3_input_a==15', 'sum')",5,"('MR4 == Violated',)",1,1.0,0.2571428571428571,1.0,0.0
9,"('MR4 == Violated', 'input_a==9')",2,"('MR1 == No-violated',)",1,1.0,0.22857142857142856,1.0,0.0
10,"('MR1 == No-violated', 'input_a==9')",2,"('MR4 == Violated',)",1,1.0,0.22857142857142856,1.0,0.0
11,"('input_a==9',)",1,"('MR1 == No-violated', 'MR4 == Violated')",2,1.0,0.22857142857142856,1.0,0.0
12,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated', 'MR3_input_a==15', 'MR4 == Violated')",5,"('sum',)",1,1.0,0.2571428571428571,1.0,0.0
13,"('MR3 == Violated', 'MR3_input_a==15', 'MR4 == Violated', 'sum')",4,"('MR1 == No-violated', 'MR2 == No-violated')",2,1.0,0.2571428571428571,1.0,0.0
14,"('MR2 == No-violated', 'MR3_input_a==15', 'MR4 == Violated', 'sum')",4,"('MR1 == No-violated', 'MR3 == Violated')",2,1.0,0.2571428571428571,1.0,0.0
15,"('MR2 == No-violated', 'MR3 == Violated', 'MR3_input_a==15', 'sum')",4,"('MR1 == No-violated', 'MR4 == Violated')",2,1.0,0.2571428571428571,1.0,0.0
16,"('MR3_input_a==15', 'MR4 == Violated', 'sum')",3,"('MR1 == No-violated', 'MR2 == No-violated', 'MR3 == Violated')",3,1.0,0.2571428571428571,1.0,0.0
