,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('(3,4)',)",1,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
1,"('(8,9)',)",1,"('input_b == 9',)",1,1.0,0.01,10.0,900000000.0
2,"('(0,3)', 'input_a == 0')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
3,"('(0,3)', 'MR4_checker == No-violated')",2,"('input_a == 0',)",1,1.0,0.01,10.0,900000000.0
4,"('(0,3)',)",1,"('MR4_checker == No-violated', 'input_a == 0')",2,1.0,0.01,10.0,900000000.0
5,"('(5,9)', 'input_b == 9')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
6,"('(5,9)', 'MR4_checker == No-violated')",2,"('input_b == 9',)",1,1.0,0.01,10.0,900000000.0
7,"('(5,9)',)",1,"('MR4_checker == No-violated', 'input_b == 9')",2,1.0,0.01,10.0,900000000.0
8,"('(6,0)',)",1,"('input_a == 6',)",1,1.0,0.01,10.0,900000000.0
9,"('input_a == 9', 'input_b == 4')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
10,"('(0,2)', 'input_b == 2')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
11,"('(1,9)',)",1,"('input_a == 1',)",1,1.0,0.01,10.0,900000000.0
12,"('(0,2)', 'MR4_checker == No-violated')",2,"('input_b == 2',)",1,1.0,0.01,10.0,900000000.0
13,"('(0,2)',)",1,"('MR4_checker == No-violated', 'input_b == 2')",2,1.0,0.01,10.0,900000000.0
14,"('(3,3)', 'input_a == 3')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
15,"('(7,3)',)",1,"('input_a == 7',)",1,1.0,0.01,10.0,900000000.0
16,"('(3,3)', 'MR4_checker == No-violated')",2,"('input_a == 3',)",1,1.0,0.01,10.0,900000000.0
17,"('(3,9)',)",1,"('input_a == 3',)",1,1.0,0.01,10.0,900000000.0
18,"('(3,3)',)",1,"('MR4_checker == No-violated', 'input_a == 3')",2,1.0,0.01,10.0,900000000.0
19,"('(0,1)', 'input_a == 0')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
20,"('(0,1)', 'MR4_checker == No-violated')",2,"('input_a == 0',)",1,1.0,0.01,10.0,900000000.0
21,"('(0,1)',)",1,"('MR4_checker == No-violated', 'input_a == 0')",2,1.0,0.01,10.0,900000000.0
22,"('input_a == 8', 'input_b == 5')",2,"('(8,5)',)",1,1.0,0.01,100.0,989999999.9999999
23,"('(8,5)', 'input_b == 5')",2,"('input_a == 8',)",1,1.0,0.01,10.0,900000000.0
24,"('(8,5)', 'input_a == 8')",2,"('input_b == 5',)",1,1.0,0.01,10.0,900000000.0
25,"('(8,5)',)",1,"('input_a == 8', 'input_b == 5')",2,1.0,0.01,100.0,989999999.9999999
26,"('input_a == 1', 'input_b == 7')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
27,"('(4,6)',)",1,"('input_a == 4',)",1,1.0,0.01,10.0,900000000.0
28,"('input_a == 8', 'input_b == 9')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
29,"('(9,9)', 'input_a == 9')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
30,"('(9,9)', 'MR4_checker == No-violated')",2,"('input_a == 9',)",1,1.0,0.01,10.0,900000000.0
31,"('(9,9)',)",1,"('MR4_checker == No-violated', 'input_a == 9')",2,1.0,0.01,10.0,900000000.0
32,"('input_a == 6', 'input_b == 3')",2,"('(6,3)',)",1,1.0,0.01,100.0,989999999.9999999
33,"('(6,3)', 'input_b == 3')",2,"('input_a == 6',)",1,1.0,0.01,10.0,900000000.0
34,"('(6,3)', 'input_a == 6')",2,"('input_b == 3',)",1,1.0,0.01,10.0,900000000.0
