,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR4_input_a == -5.0',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
1,"('input_a == 3',)",1,"('MR4_input_a == -3.0',)",1,1.0,0.1,10.0,900000000.0
2,"('MR4_input_a == -3.0',)",1,"('input_a == 3',)",1,1.0,0.1,10.0,900000000.0
3,"('input_b == 7',)",1,"('MR4_input_b == 1.0',)",1,1.0,0.1,10.0,900000000.0
4,"('MR4_input_a == 1.0',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
5,"('MR4_input_b == 1.0',)",1,"('input_b == 7',)",1,1.0,0.1,10.0,900000000.0
6,"('MR4_input_a == -4.0', 'input_a == 2')",2,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
7,"('input_b == 0',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
8,"('MR4_checker == Violated', 'input_a == 2')",2,"('MR4_input_a == -4.0',)",1,1.0,0.1,10.0,900000000.0
9,"('MR4_checker == Violated', 'MR4_input_a == -4.0')",2,"('input_a == 2',)",1,1.0,0.1,10.0,900000000.0
10,"('input_a == 2',)",1,"('MR4_checker == Violated', 'MR4_input_a == -4.0')",2,1.0,0.1,10.0,900000000.0
11,"('MR4_input_a == -4.0',)",1,"('MR4_checker == Violated', 'input_a == 2')",2,1.0,0.1,10.0,900000000.0
12,"('MR4_input_b == 3.0',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
13,"('MR4_input_a == 0.0',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
14,"('MR4_input_b == -6.0', 'input_b == 0')",2,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
15,"('MR4_checker == Violated', 'input_b == 0')",2,"('MR4_input_b == -6.0',)",1,1.0,0.1,10.0,900000000.0
16,"('MR4_checker == Violated', 'MR4_input_b == -6.0')",2,"('input_b == 0',)",1,1.0,0.1,10.0,900000000.0
17,"('input_b == 0',)",1,"('MR4_checker == Violated', 'MR4_input_b == -6.0')",2,1.0,0.1,10.0,900000000.0
18,"('MR4_input_b == -6.0',)",1,"('MR4_checker == Violated', 'input_b == 0')",2,1.0,0.1,10.0,900000000.0
19,"('input_a == 6',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
20,"('input_a == 6',)",1,"('MR4_input_a == 0.0',)",1,1.0,0.1,10.0,900000000.0
21,"('MR4_input_a == 0.0',)",1,"('input_a == 6',)",1,1.0,0.1,10.0,900000000.0
22,"('input_b == 9',)",1,"('MR4_input_b == 3.0',)",1,1.0,0.1,10.0,900000000.0
23,"('MR4_input_b == 3.0',)",1,"('input_b == 9',)",1,1.0,0.1,10.0,900000000.0
24,"('MR4_input_a == -5.0', 'input_a == 1')",2,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
25,"('MR4_checker == Violated', 'input_a == 1')",2,"('MR4_input_a == -5.0',)",1,1.0,0.1,10.0,900000000.0
26,"('MR4_checker == Violated', 'MR4_input_a == -5.0')",2,"('input_a == 1',)",1,1.0,0.1,10.0,900000000.0
27,"('input_a == 1',)",1,"('MR4_checker == Violated', 'MR4_input_a == -5.0')",2,1.0,0.1,10.0,900000000.0
28,"('input_a == 5',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
29,"('MR4_input_a == -5.0',)",1,"('MR4_checker == Violated', 'input_a == 1')",2,1.0,0.1,10.0,900000000.0
30,"('input_b == 4',)",1,"('MR4_input_b == -2.0',)",1,1.0,0.1,10.0,900000000.0
31,"('MR4_input_b == -2.0',)",1,"('input_b == 4',)",1,1.0,0.1,10.0,900000000.0
32,"('MR4_checker == Violated', 'input_a == 0')",2,"('MR4_input_a == -6.0',)",1,1.0,0.1,10.0,900000000.0
33,"('MR4_checker == Violated', 'MR4_input_a == -6.0')",2,"('input_a == 0',)",1,1.0,0.1,10.0,900000000.0
34,"('input_a == 0',)",1,"('MR4_checker == Violated', 'MR4_input_a == -6.0')",2,1.0,0.1,10.0,900000000.0
35,"('MR4_input_a == -6.0',)",1,"('MR4_checker == Violated', 'input_a == 0')",2,1.0,0.1,10.0,900000000.0
36,"('input_b == 8',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
37,"('MR4_input_b == 2.0', 'input_b == 8')",2,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
38,"('MR4_checker == Violated', 'input_b == 8')",2,"('MR4_input_b == 2.0',)",1,1.0,0.1,10.0,900000000.0
39,"('MR4_checker == Violated', 'MR4_input_b == 2.0')",2,"('input_b == 8',)",1,1.0,0.1,10.0,900000000.0
40,"('input_b == 8',)",1,"('MR4_checker == Violated', 'MR4_input_b == 2.0')",2,1.0,0.1,10.0,900000000.0
41,"('MR4_input_a == -1.0',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
42,"('MR4_input_b == 2.0',)",1,"('MR4_checker == Violated', 'input_b == 8')",2,1.0,0.1,10.0,900000000.0
43,"('MR4_input_a == -2.0', 'input_a == 4')",2,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
44,"('MR4_checker == Violated', 'input_a == 4')",2,"('MR4_input_a == -2.0',)",1,1.0,0.1,10.0,900000000.0
45,"('MR4_checker == Violated', 'MR4_input_a == -2.0')",2,"('input_a == 4',)",1,1.0,0.1,10.0,900000000.0
46,"('input_a == 4',)",1,"('MR4_checker == Violated', 'MR4_input_a == -2.0')",2,1.0,0.1,10.0,900000000.0
47,"('MR4_input_a == -2.0',)",1,"('MR4_checker == Violated', 'input_a == 4')",2,1.0,0.1,10.0,900000000.0
48,"('MR4_input_b == -2.0',)",1,"('MR4_checker == Violated',)",1,1.0,0.1,1.0,0.0
