,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('(9,4)',)",1,"('output == 13.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
1,"('(4,9)', 'output == 13.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
2,"('(4,9)', 'MR3_checker == Violated')",2,"('output == 13.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
3,"('(4,9)',)",1,"('MR3_checker == Violated', 'output == 13.0')",2,1.0,0.01,16.666666666666668,939999999.9999999
4,"('(8,5)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
5,"('output == 16.0',)",1,"('MR3_checker == Violated',)",1,1.0,0.03,1.0,0.0
6,"('(2,4)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
7,"('(4,2)',)",1,"('output == 6.0',)",1,1.0,0.01,14.285714285714286,929999999.9999999
8,"('(2,6)', 'output == 8.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
9,"('(2,6)', 'MR3_checker == Violated')",2,"('output == 8.0',)",1,1.0,0.01,11.111111111111112,910000000.0
10,"('(2,6)',)",1,"('MR3_checker == Violated', 'output == 8.0')",2,1.0,0.01,11.111111111111112,910000000.0
11,"('(5,4)',)",1,"('output == 9.0',)",1,1.0,0.01,10.0,900000000.0
12,"('(6,4)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
13,"('(0,2)', 'output == 2.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
14,"('(0,2)', 'MR3_checker == Violated')",2,"('output == 2.0',)",1,1.0,0.01,33.333333333333336,969999999.9999999
15,"('(0,2)',)",1,"('MR3_checker == Violated', 'output == 2.0')",2,1.0,0.01,33.333333333333336,969999999.9999999
16,"('(9,6)', 'output == 15.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
17,"('(9,6)', 'MR3_checker == Violated')",2,"('output == 15.0',)",1,1.0,0.01,25.0,959999999.9999999
18,"('(9,6)',)",1,"('MR3_checker == Violated', 'output == 15.0')",2,1.0,0.01,25.0,959999999.9999999
19,"('(9,3)',)",1,"('output == 12.0',)",1,1.0,0.01,14.285714285714286,929999999.9999999
20,"('(9,2)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
21,"('(9,6)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
22,"('(8,8)', 'output == 16.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
23,"('(8,8)', 'MR3_checker == Violated')",2,"('output == 16.0',)",1,1.0,0.01,33.333333333333336,969999999.9999999
24,"('(8,8)',)",1,"('MR3_checker == Violated', 'output == 16.0')",2,1.0,0.01,33.333333333333336,969999999.9999999
25,"('(8,3)',)",1,"('output == 11.0',)",1,1.0,0.01,12.5,920000000.0
26,"('(7,5)',)",1,"('output == 12.0',)",1,1.0,0.01,14.285714285714286,929999999.9999999
27,"('(1,2)', 'output == 3.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
28,"('(1,2)', 'MR3_checker == Violated')",2,"('output == 3.0',)",1,1.0,0.01,25.0,959999999.9999999
29,"('(7,8)',)",1,"('output == 15.0',)",1,1.0,0.01,25.0,959999999.9999999
30,"('(1,2)',)",1,"('MR3_checker == Violated', 'output == 3.0')",2,1.0,0.01,25.0,959999999.9999999
31,"('(0,4)',)",1,"('output == 4.0',)",1,1.0,0.01,20.0,949999999.9999999
32,"('(4,1)', 'output == 5.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
33,"('(9,1)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
34,"('(4,1)', 'MR3_checker == Violated')",2,"('output == 5.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
35,"('output == 5.0',)",1,"('MR3_checker == Violated',)",1,1.0,0.06,1.0,0.0
36,"('(5,5)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
37,"('(4,1)',)",1,"('MR3_checker == Violated', 'output == 5.0')",2,1.0,0.01,16.666666666666668,939999999.9999999
38,"('(7,1)',)",1,"('output == 8.0',)",1,1.0,0.01,11.111111111111112,910000000.0
39,"('(8,2)',)",1,"('output == 10.0',)",1,1.0,0.01,11.111111111111112,910000000.0
40,"('(4,8)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
41,"('(1,4)',)",1,"('MR3_checker == Violated', 'output == 5.0')",2,1.0,0.01,16.666666666666668,939999999.9999999
42,"('(1,4)', 'output == 5.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
43,"('(1,1)',)",1,"('output == 2.0',)",1,1.0,0.01,33.333333333333336,969999999.9999999
44,"('(1,4)', 'MR3_checker == Violated')",2,"('output == 5.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
45,"('(7,9)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
46,"('(6,1)',)",1,"('output == 7.0',)",1,1.0,0.01,12.5,920000000.0
47,"('(1,7)', 'output == 8.0')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
48,"('(1,7)', 'MR3_checker == Violated')",2,"('output == 8.0',)",1,1.0,0.01,11.111111111111112,910000000.0
49,"('(3,0)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
