,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR4_input_a == 3.0', 'MR4_input_b == -1.0', 'input_b == 5')",3,"('MR4_checker == Violated',)",1,1.0,0.01,1.0,0.0
1,"('MR4_checker == Violated', 'MR4_input_a == 3.0', 'input_b == 5')",3,"('MR4_input_b == -1.0',)",1,1.0,0.01,10.0,900000000.0
2,"('MR4_checker == Violated', 'MR4_input_a == 3.0', 'MR4_input_b == -1.0')",3,"('input_b == 5',)",1,1.0,0.01,10.0,900000000.0
3,"('MR4_input_a == 3.0', 'input_b == 5')",2,"('MR4_checker == Violated', 'MR4_input_b == -1.0')",2,1.0,0.01,10.0,900000000.0
4,"('MR4_input_a == 3.0', 'MR4_input_b == -1.0')",2,"('MR4_checker == Violated', 'input_b == 5')",2,1.0,0.01,10.0,900000000.0
5,"('MR4_input_a == -4.0', 'MR4_input_b == 1.0', 'input_a == 2')",3,"('MR4_checker == Violated',)",1,1.0,0.01,1.0,0.0
6,"('MR4_checker == Violated', 'MR4_input_b == 1.0', 'input_a == 2')",3,"('MR4_input_a == -4.0',)",1,1.0,0.01,10.0,900000000.0
7,"('MR4_checker == Violated', 'MR4_input_a == -4.0', 'MR4_input_b == 1.0')",3,"('input_a == 2',)",1,1.0,0.01,10.0,900000000.0
8,"('MR4_input_b == 1.0', 'input_a == 2')",2,"('MR4_checker == Violated', 'MR4_input_a == -4.0')",2,1.0,0.01,10.0,900000000.0
9,"('MR4_input_a == -4.0', 'MR4_input_b == 1.0')",2,"('MR4_checker == Violated', 'input_a == 2')",2,1.0,0.01,10.0,900000000.0
10,"('MR4_input_a == 3.0', 'input_b == 7')",2,"('MR4_input_b == 1.0',)",1,1.0,0.01,10.0,900000000.0
11,"('MR4_input_a == 3.0', 'MR4_input_b == 1.0')",2,"('input_b == 7',)",1,1.0,0.01,10.0,900000000.0
12,"('MR4_input_a == -5.0', 'input_b == 7')",2,"('MR4_checker == Violated',)",1,1.0,0.01,1.0,0.0
13,"('MR4_input_b == 0.0', 'input_a == 3', 'input_b == 6')",3,"('MR4_input_a == -3.0',)",1,1.0,0.01,10.0,900000000.0
14,"('MR4_input_a == -3.0', 'input_a == 3', 'input_b == 6')",3,"('MR4_input_b == 0.0',)",1,1.0,0.01,10.0,900000000.0
15,"('MR4_input_a == -3.0', 'MR4_input_b == 0.0', 'input_b == 6')",3,"('input_a == 3',)",1,1.0,0.01,10.0,900000000.0
