,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR4_input_a == 3.0', 'input_b == 7')",2,"('MR4_input_b == 1.0',)",1,1.0,0.01,10.0,900000000.0
1,"('MR4_input_a == 3.0', 'MR4_input_b == 1.0')",2,"('input_b == 7',)",1,1.0,0.01,10.0,900000000.0
2,"('MR4_input_a == 0.0', 'MR4_input_b == 0.0', 'input_b == 6')",3,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
3,"('MR4_checker == No-violated', 'MR4_input_a == 0.0', 'input_b == 6')",3,"('MR4_input_b == 0.0',)",1,1.0,0.01,10.0,900000000.0
4,"('MR4_checker == No-violated', 'MR4_input_a == 0.0', 'MR4_input_b == 0.0')",3,"('input_b == 6',)",1,1.0,0.01,10.0,900000000.0
5,"('MR4_input_a == 0.0', 'input_b == 6')",2,"('MR4_checker == No-violated', 'MR4_input_b == 0.0')",2,1.0,0.01,10.0,900000000.0
6,"('MR4_input_a == 0.0', 'MR4_input_b == 0.0')",2,"('MR4_checker == No-violated', 'input_b == 6')",2,1.0,0.01,10.0,900000000.0
7,"('input_a == 9', 'input_b == 4')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
8,"('MR4_input_b == 1.0', 'input_a == 5')",2,"('MR4_checker == No-violated',)",1,1.0,0.01,1.0,0.0
9,"('MR4_input_b == 0.0', 'input_a == 3', 'input_b == 6')",3,"('MR4_input_a == -3.0',)",1,1.0,0.01,10.0,900000000.0
10,"('MR4_input_a == -3.0', 'input_a == 3', 'input_b == 6')",3,"('MR4_input_b == 0.0',)",1,1.0,0.01,10.0,900000000.0
11,"('MR4_input_a == -3.0', 'MR4_input_b == 0.0', 'input_b == 6')",3,"('input_a == 3',)",1,1.0,0.01,10.0,900000000.0
12,"('MR4_input_a == -3.0', 'MR4_input_b == 0.0', 'input_a == 3')",3,"('input_b == 6',)",1,1.0,0.01,10.0,900000000.0
13,"('input_a == 3', 'input_b == 6')",2,"('MR4_input_a == -3.0', 'MR4_input_b == 0.0')",2,1.0,0.01,100.0,989999999.9999999
14,"('MR4_input_b == 0.0', 'input_a == 3')",2,"('MR4_input_a == -3.0', 'input_b == 6')",2,1.0,0.01,100.0,989999999.9999999
15,"('MR4_input_a == -3.0', 'input_b == 6')",2,"('MR4_input_b == 0.0', 'input_a == 3')",2,1.0,0.01,100.0,989999999.9999999
16,"('MR4_input_a == -3.0', 'MR4_input_b == 0.0')",2,"('input_a == 3', 'input_b == 6')",2,1.0,0.01,100.0,989999999.9999999
17,"('MR4_input_b == -5.0', 'input_a == 8')",2,"('MR4_input_a == 2.0', 'input_b == 1')",2,1.0,0.01,100.0,989999999.9999999
18,"('MR4_input_a == -4.0', 'input_a == 2', 'input_b == 3')",3,"('MR4_checker == No-violated', 'MR4_input_b == -3.0')",2,1.0,0.01,10.0,900000000.0
19,"('MR4_input_a == -4.0', 'MR4_input_b == -3.0', 'input_b == 3')",3,"('MR4_checker == No-violated', 'input_a == 2')",2,1.0,0.01,10.0,900000000.0
