,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('(8,9)',)",1,"('input_b == 9',)",1,1.0,0.01,10.0,900000000.0
1,"('(1,8)', 'input_a == 1')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
2,"('(6,0)',)",1,"('input_a == 6',)",1,1.0,0.01,10.0,900000000.0
3,"('(1,8)', 'MR3_checker == Violated')",2,"('input_a == 1',)",1,1.0,0.01,10.0,900000000.0
4,"('(1,8)',)",1,"('MR3_checker == Violated', 'input_a == 1')",2,1.0,0.01,10.0,900000000.0
5,"('(2,1)', 'input_b == 1')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
6,"('(2,1)', 'MR3_checker == Violated')",2,"('input_b == 1',)",1,1.0,0.01,10.0,900000000.0
7,"('(2,1)',)",1,"('MR3_checker == Violated', 'input_b == 1')",2,1.0,0.01,10.0,900000000.0
8,"('(1,9)',)",1,"('input_a == 1',)",1,1.0,0.01,10.0,900000000.0
9,"('(7,3)',)",1,"('input_a == 7',)",1,1.0,0.01,10.0,900000000.0
10,"('(9,2)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
11,"('(3,9)',)",1,"('input_a == 3',)",1,1.0,0.01,10.0,900000000.0
12,"('input_b == 8',)",1,"('MR3_checker == Violated',)",1,1.0,0.1,1.0,0.0
13,"('input_a == 8', 'input_b == 5')",2,"('(8,5)',)",1,1.0,0.01,100.0,989999999.9999999
14,"('(8,5)', 'input_b == 5')",2,"('input_a == 8',)",1,1.0,0.01,10.0,900000000.0
15,"('(8,5)', 'input_a == 8')",2,"('input_b == 5',)",1,1.0,0.01,10.0,900000000.0
16,"('(8,5)',)",1,"('input_a == 8', 'input_b == 5')",2,1.0,0.01,100.0,989999999.9999999
17,"('(4,6)',)",1,"('input_a == 4',)",1,1.0,0.01,10.0,900000000.0
18,"('input_a == 9', 'input_b == 1')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
19,"('(4,9)', 'input_a == 4')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
20,"('(4,9)', 'MR3_checker == Violated')",2,"('input_a == 4',)",1,1.0,0.01,10.0,900000000.0
21,"('(4,9)',)",1,"('MR3_checker == Violated', 'input_a == 4')",2,1.0,0.01,10.0,900000000.0
22,"('input_a == 1', 'input_b == 6')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
23,"('input_a == 6', 'input_b == 5')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
24,"('input_a == 6', 'input_b == 3')",2,"('(6,3)',)",1,1.0,0.01,100.0,989999999.9999999
25,"('(4,8)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
26,"('(6,3)', 'input_b == 3')",2,"('input_a == 6',)",1,1.0,0.01,10.0,900000000.0
27,"('(6,3)', 'input_a == 6')",2,"('input_b == 3',)",1,1.0,0.01,10.0,900000000.0
28,"('(6,3)',)",1,"('input_a == 6', 'input_b == 3')",2,1.0,0.01,100.0,989999999.9999999
29,"('input_a == 5', 'input_b == 7')",2,"('(5,7)',)",1,1.0,0.01,100.0,989999999.9999999
30,"('(5,7)', 'input_b == 7')",2,"('input_a == 5',)",1,1.0,0.01,10.0,900000000.0
31,"('(5,7)', 'input_a == 5')",2,"('input_b == 7',)",1,1.0,0.01,10.0,900000000.0
32,"('(5,7)',)",1,"('input_a == 5', 'input_b == 7')",2,1.0,0.01,100.0,989999999.9999999
33,"('(4,3)',)",1,"('input_a == 4',)",1,1.0,0.01,10.0,900000000.0
34,"('(5,0)',)",1,"('input_a == 5',)",1,1.0,0.01,10.0,900000000.0
35,"('(6,9)',)",1,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
36,"('(3,3)',)",1,"('input_b == 3',)",1,1.0,0.01,10.0,900000000.0
37,"('(7,5)',)",1,"('input_a == 7',)",1,1.0,0.01,10.0,900000000.0
38,"('(6,1)', 'input_a == 6')",2,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
39,"('(6,1)', 'MR3_checker == Violated')",2,"('input_a == 6',)",1,1.0,0.01,10.0,900000000.0
40,"('(6,1)',)",1,"('MR3_checker == Violated', 'input_a == 6')",2,1.0,0.01,10.0,900000000.0
41,"('input_a == 4',)",1,"('MR3_checker == Violated',)",1,1.0,0.1,1.0,0.0
42,"('MR3_checker == Violated', 'input_a == 5', 'input_b == 7')",3,"('(5,7)',)",1,1.0,0.01,100.0,989999999.9999999
43,"('(5,7)', 'input_a == 5', 'input_b == 7')",3,"('MR3_checker == Violated',)",1,1.0,0.01,1.0,0.0
44,"('(5,7)', 'MR3_checker == Violated', 'input_b == 7')",3,"('input_a == 5',)",1,1.0,0.01,10.0,900000000.0
