,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
259,"('(6,1)', 'MR1_checker == Violated')",2,"('output == 5.0',)",1,1.0,0.01,20.0,949999999.9999999
260,"('(6,1)',)",1,"('MR1_checker == Violated', 'output == 5.0')",2,1.0,0.01,20.0,949999999.9999999
261,"('(2,7)', 'output == -5.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
262,"('(2,7)', 'MR1_checker == Violated')",2,"('output == -5.0',)",1,1.0,0.01,20.0,949999999.9999999
263,"('(2,7)',)",1,"('MR1_checker == Violated', 'output == -5.0')",2,1.0,0.01,20.0,949999999.9999999
264,"('(4,0)', 'output == 4.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
265,"('(4,0)', 'MR1_checker == Violated')",2,"('output == 4.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
266,"('(4,0)',)",1,"('MR1_checker == Violated', 'output == 4.0')",2,1.0,0.01,16.666666666666668,939999999.9999999
267,"('(7,7)', 'output == 0.0')",2,"('MR1_checker == No-violated',)",1,1.0,0.01,10.0,900000000.0
268,"('(7,7)', 'MR1_checker == No-violated')",2,"('output == 0.0',)",1,1.0,0.01,10.0,900000000.0
269,"('(7,7)',)",1,"('MR1_checker == No-violated', 'output == 0.0')",2,1.0,0.01,10.0,900000000.0
270,"('(0,5)',)",1,"('output == -5.0',)",1,1.0,0.01,20.0,949999999.9999999
271,"('(7,2)', 'output == 5.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
272,"('(6,5)', 'output == 1.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
273,"('(7,3)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
274,"('(6,5)', 'MR1_checker == Violated')",2,"('output == 1.0',)",1,1.0,0.01,11.111111111111112,910000000.0
275,"('(6,5)',)",1,"('MR1_checker == Violated', 'output == 1.0')",2,1.0,0.01,11.111111111111112,910000000.0
276,"('(7,2)', 'MR1_checker == Violated')",2,"('output == 5.0',)",1,1.0,0.01,20.0,949999999.9999999
277,"('(7,2)',)",1,"('MR1_checker == Violated', 'output == 5.0')",2,1.0,0.01,20.0,949999999.9999999
278,"('(9,0)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
279,"('(2,5)',)",1,"('output == -3.0',)",1,1.0,0.01,14.285714285714286,929999999.9999999
280,"('(9,7)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
281,"('(6,2)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
282,"('(0,1)',)",1,"('output == -1.0',)",1,1.0,0.01,11.111111111111112,910000000.0
283,"('(4,4)',)",1,"('output == 0.0',)",1,1.0,0.01,10.0,900000000.0
284,"('(1,8)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
285,"('(1,0)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
286,"('(0,0)',)",1,"('MR1_checker == No-violated',)",1,1.0,0.01,10.0,900000000.0
287,"('(4,7)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
288,"('(8,4)',)",1,"('output == 4.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
289,"('(2,5)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
290,"('(5,6)',)",1,"('output == -1.0',)",1,1.0,0.01,11.111111111111112,910000000.0
291,"('(7,0)', 'output == 7.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
292,"('(7,0)', 'MR1_checker == Violated')",2,"('output == 7.0',)",1,1.0,0.01,33.333333333333336,969999999.9999999
293,"('(7,0)',)",1,"('MR1_checker == Violated', 'output == 7.0')",2,1.0,0.01,33.333333333333336,969999999.9999999
294,"('(2,6)', 'output == -4.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
295,"('(2,6)', 'MR1_checker == Violated')",2,"('output == -4.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
296,"('(2,6)',)",1,"('MR1_checker == Violated', 'output == -4.0')",2,1.0,0.01,16.666666666666668,939999999.9999999
297,"('output == -5.0',)",1,"('MR1_checker == Violated',)",1,1.0,0.05,1.1111111111111112,99999999.99999997
298,"('(4,0)',)",1,"('output == 4.0',)",1,1.0,0.01,16.666666666666668,939999999.9999999
299,"('(0,5)', 'output == -5.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
300,"('(0,5)', 'MR1_checker == Violated')",2,"('output == -5.0',)",1,1.0,0.01,20.0,949999999.9999999
301,"('(0,5)',)",1,"('MR1_checker == Violated', 'output == -5.0')",2,1.0,0.01,20.0,949999999.9999999
302,"('(3,6)', 'output == -3.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
303,"('(3,6)', 'MR1_checker == Violated')",2,"('output == -3.0',)",1,1.0,0.01,14.285714285714286,929999999.9999999
304,"('(3,6)',)",1,"('MR1_checker == Violated', 'output == -3.0')",2,1.0,0.01,14.285714285714286,929999999.9999999
305,"('(6,9)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
306,"('(6,5)',)",1,"('output == 1.0',)",1,1.0,0.01,11.111111111111112,910000000.0
307,"('(7,2)',)",1,"('output == 5.0',)",1,1.0,0.01,20.0,949999999.9999999
308,"('(8,2)', 'output == 6.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
309,"('(8,2)', 'MR1_checker == Violated')",2,"('output == 6.0',)",1,1.0,0.01,25.0,959999999.9999999
310,"('(8,2)',)",1,"('MR1_checker == Violated', 'output == 6.0')",2,1.0,0.01,25.0,959999999.9999999
311,"('(3,2)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
312,"('(3,3)',)",1,"('output == 0.0',)",1,1.0,0.01,10.0,900000000.0
313,"('(2,0)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
314,"('(0,7)', 'output == -7.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
315,"('(0,7)', 'MR1_checker == Violated')",2,"('output == -7.0',)",1,1.0,0.01,33.333333333333336,969999999.9999999
316,"('(0,7)',)",1,"('MR1_checker == Violated', 'output == -7.0')",2,1.0,0.01,33.333333333333336,969999999.9999999
317,"('output == 9.0',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
318,"('(3,7)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
319,"('(5,0)', 'output == 5.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
320,"('(5,0)', 'MR1_checker == Violated')",2,"('output == 5.0',)",1,1.0,0.01,20.0,949999999.9999999
321,"('(5,0)',)",1,"('MR1_checker == Violated', 'output == 5.0')",2,1.0,0.01,20.0,949999999.9999999
322,"('(4,8)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
323,"('(4,2)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
324,"('(5,2)', 'output == 3.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
325,"('(5,2)', 'MR1_checker == Violated')",2,"('output == 3.0',)",1,1.0,0.01,14.285714285714286,929999999.9999999
326,"('(5,2)',)",1,"('MR1_checker == Violated', 'output == 3.0')",2,1.0,0.01,14.285714285714286,929999999.9999999
327,"('(4,9)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
328,"('(3,6)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
329,"('(8,3)', 'output == 5.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
330,"('(8,3)', 'MR1_checker == Violated')",2,"('output == 5.0',)",1,1.0,0.01,20.0,949999999.9999999
331,"('(8,3)',)",1,"('MR1_checker == Violated', 'output == 5.0')",2,1.0,0.01,20.0,949999999.9999999
332,"('(2,1)',)",1,"('output == 1.0',)",1,1.0,0.01,11.111111111111112,910000000.0
333,"('(9,4)',)",1,"('output == 5.0',)",1,1.0,0.01,20.0,949999999.9999999
334,"('(7,5)', 'output == 2.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
335,"('(7,5)', 'MR1_checker == Violated')",2,"('output == 2.0',)",1,1.0,0.01,12.5,920000000.0
336,"('(7,5)',)",1,"('MR1_checker == Violated', 'output == 2.0')",2,1.0,0.01,12.5,920000000.0
337,"('(7,9)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
338,"('(8,1)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
339,"('(7,0)',)",1,"('output == 7.0',)",1,1.0,0.01,33.333333333333336,969999999.9999999
340,"('(0,2)',)",1,"('output == -2.0',)",1,1.0,0.01,12.5,920000000.0
341,"('(3,4)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
342,"('(4,6)', 'output == -2.0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
343,"('(4,6)', 'MR1_checker == Violated')",2,"('output == -2.0',)",1,1.0,0.01,12.5,920000000.0
344,"('(4,6)',)",1,"('MR1_checker == Violated', 'output == -2.0')",2,1.0,0.01,12.5,920000000.0
345,"('(5,7)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
346,"('(7,1)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
347,"('(2,4)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
348,"('(5,5)', 'output == 0.0')",2,"('MR1_checker == No-violated',)",1,1.0,0.01,10.0,900000000.0
349,"('(5,5)', 'MR1_checker == No-violated')",2,"('output == 0.0',)",1,1.0,0.01,10.0,900000000.0
350,"('(5,5)',)",1,"('MR1_checker == No-violated', 'output == 0.0')",2,1.0,0.01,10.0,900000000.0
351,"('(9,1)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
352,"('(3,6)',)",1,"('output == -3.0',)",1,1.0,0.01,14.285714285714286,929999999.9999999
353,"('(5,6)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
