,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('MR1_checker == No-violated', 'input_a == 4')",2,"('(4,4)',)",1,1.0,0.01,100.0,989999999.9999999
1,"('(4,4)', 'input_a == 4')",2,"('MR1_checker == No-violated',)",1,1.0,0.01,10.0,900000000.0
2,"('(4,4)', 'MR1_checker == No-violated')",2,"('input_a == 4',)",1,1.0,0.01,10.0,900000000.0
3,"('(4,4)',)",1,"('MR1_checker == No-violated', 'input_a == 4')",2,1.0,0.01,100.0,989999999.9999999
4,"('MR1_checker == Violated', 'input_a == 7', 'input_b == 4')",3,"('(7,4)',)",1,1.0,0.01,100.0,989999999.9999999
5,"('(7,4)', 'input_a == 7', 'input_b == 4')",3,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
6,"('(7,4)', 'MR1_checker == Violated', 'input_b == 4')",3,"('input_a == 7',)",1,1.0,0.01,10.0,900000000.0
7,"('(7,4)', 'MR1_checker == Violated', 'input_a == 7')",3,"('input_b == 4',)",1,1.0,0.01,10.0,900000000.0
8,"('input_a == 7', 'input_b == 4')",2,"('(7,4)', 'MR1_checker == Violated')",2,1.0,0.01,100.0,989999999.9999999
9,"('(7,4)', 'input_b == 4')",2,"('MR1_checker == Violated', 'input_a == 7')",2,1.0,0.01,11.111111111111112,910000000.0
10,"('(7,4)', 'input_a == 7')",2,"('MR1_checker == Violated', 'input_b == 4')",2,1.0,0.01,11.111111111111112,910000000.0
11,"('input_a == 3', 'input_b == 8')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
12,"('(7,4)', 'MR1_checker == Violated')",2,"('input_a == 7', 'input_b == 4')",2,1.0,0.01,100.0,989999999.9999999
13,"('(8,9)',)",1,"('input_b == 9',)",1,1.0,0.01,10.0,900000000.0
14,"('(5,9)',)",1,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
15,"('(6,0)',)",1,"('input_a == 6',)",1,1.0,0.01,10.0,900000000.0
16,"('(0,1)', 'input_a == 0')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
17,"('(0,1)', 'MR1_checker == Violated')",2,"('input_a == 0',)",1,1.0,0.01,10.0,900000000.0
18,"('(0,1)',)",1,"('MR1_checker == Violated', 'input_a == 0')",2,1.0,0.01,11.111111111111112,910000000.0
19,"('(1,9)',)",1,"('input_a == 1',)",1,1.0,0.01,10.0,900000000.0
20,"('MR1_checker == Violated', 'input_a == 9', 'input_b == 8')",3,"('(9,8)',)",1,1.0,0.01,100.0,989999999.9999999
21,"('(9,8)', 'input_a == 9', 'input_b == 8')",3,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
22,"('(9,8)', 'MR1_checker == Violated', 'input_b == 8')",3,"('input_a == 9',)",1,1.0,0.01,10.0,900000000.0
23,"('(9,8)', 'MR1_checker == Violated', 'input_a == 9')",3,"('input_b == 8',)",1,1.0,0.01,10.0,900000000.0
24,"('input_a == 9', 'input_b == 8')",2,"('(9,8)', 'MR1_checker == Violated')",2,1.0,0.01,100.0,989999999.9999999
25,"('(1,3)', 'input_a == 1')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
26,"('(1,3)', 'MR1_checker == Violated')",2,"('input_a == 1',)",1,1.0,0.01,10.0,900000000.0
27,"('(1,3)',)",1,"('MR1_checker == Violated', 'input_a == 1')",2,1.0,0.01,11.111111111111112,910000000.0
28,"('(9,8)', 'input_b == 8')",2,"('MR1_checker == Violated', 'input_a == 9')",2,1.0,0.01,11.111111111111112,910000000.0
29,"('(9,8)', 'input_a == 9')",2,"('MR1_checker == Violated', 'input_b == 8')",2,1.0,0.01,11.111111111111112,910000000.0
30,"('(7,3)',)",1,"('input_a == 7',)",1,1.0,0.01,10.0,900000000.0
31,"('(3,9)',)",1,"('input_a == 3',)",1,1.0,0.01,10.0,900000000.0
32,"('input_a == 8', 'input_b == 5')",2,"('(8,5)',)",1,1.0,0.01,100.0,989999999.9999999
33,"('(8,5)', 'input_b == 5')",2,"('input_a == 8',)",1,1.0,0.01,10.0,900000000.0
34,"('(8,5)', 'input_a == 8')",2,"('input_b == 5',)",1,1.0,0.01,10.0,900000000.0
35,"('(8,5)',)",1,"('input_a == 8', 'input_b == 5')",2,1.0,0.01,100.0,989999999.9999999
36,"('(4,6)',)",1,"('input_a == 4',)",1,1.0,0.01,10.0,900000000.0
37,"('(8,1)', 'input_b == 1')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
38,"('(8,1)', 'MR1_checker == Violated')",2,"('input_b == 1',)",1,1.0,0.01,10.0,900000000.0
39,"('(8,1)',)",1,"('MR1_checker == Violated', 'input_b == 1')",2,1.0,0.01,11.111111111111112,910000000.0
40,"('(9,0)', 'input_a == 9')",2,"('MR1_checker == Violated',)",1,1.0,0.01,1.1111111111111112,99999999.99999997
41,"('(9,0)', 'MR1_checker == Violated')",2,"('input_a == 9',)",1,1.0,0.01,10.0,900000000.0
42,"('(9,0)',)",1,"('MR1_checker == Violated', 'input_a == 9')",2,1.0,0.01,11.111111111111112,910000000.0
