,id,input_a,input_b,output_add,output_sub,output_add_MR1,output_sub_MR1,output_add_MR2,output_sub_MR2,output_add_MR3,output_sub_MR3,output_add_MR4,output_sub_MR4,MR1_checker_add,MR2_checker_add,MR3_checker_add,MR4_checker_add,MR1_checker_sub,MR2_checker_sub,MR3_checker_sub,MR4_checker_sub
161,KBpzgBMycuWFeAwUzKxZx6,5,3,8,2,8,-2,24,6,11,5,-2,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
162,LCh4CrAFwcmugMcwEkmUa4,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
163,MWw3gDG4n2noCi8ihoneHc,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
164,mwsdQNhtZRMEKaEzKGLa2Z,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
165,8YNZjVGQDuUi3vB9emRRPR,8,7,15,1,15,-1,45,3,18,4,-9,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
166,ZbR5q9izzK8aaTvBDbdRgX,8,9,17,-1,17,1,51,-3,20,2,-11,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
167,BecXoGrEA8JrHGUbL2wrN8,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
168,ar6GD3YAGrvE5zaQkxh87U,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
169,jKupgwEqGnmfMyf3Lbdpvs,0,4,4,-4,4,4,12,-12,7,-1,2,4,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
170,6iGE5BBxCtjdaGT5BPnKto,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
171,dbDzGfU9BJ6cjuYoa2t7dj,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
172,a2s6AngVKhZ3CFpXXUSfbb,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
173,JXbiecUeNo7ruZGwWKdoWG,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
174,b2cKnLwd8bZdcUWVyggWLd,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
175,bG5mBzHWhxCV22oV3oAkBy,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
176,8fb3Z6ixKSJoQQRbEcyUHu,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
177,5ZHsrRah63SjgberPpwPjt,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
178,XyxbPjCDLQ46cG9o4qGzAt,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
179,BGGiQeb4NsdQ9tRBFu5nyc,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
180,nJkJYkGbPDBRpc4cEsGAW9,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
181,6sfnA9XAc7KbsCUYRok5Td,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
182,E6GhNbYSazEUkQEnyrssfA,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
183,ZkvGLbvVdDbQCLAg4GxBHu,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
184,SRggmj7MqZRjCrLSQMqjzH,3,4,7,-1,7,1,21,-3,10,2,-1,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
185,5ty3cE84PDiBYzvBFzxpPs,3,4,7,-1,7,1,21,-3,10,2,-1,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
186,i5ZBLjXkFjUi8EdTeJqieq,3,4,7,-1,7,1,21,-3,10,2,-1,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
187,FNRYKdgww6CX9ggTkrnjnY,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
188,F47WwQQTSrGtDxKC4veUoY,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
189,ADN9uQ8moSkWPuUDBkadsc,0,5,5,-5,5,5,15,-15,8,-2,1,5,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
190,oQitrpMDUAaC8KxP5apvdW,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
191,84oWUKPQpyvvdSDFCqkcEs,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
192,MfDLUkg9DqgFiAnsWj6TSd,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
193,jqkbatUW2LaNRGt9uV4vLF,5,0,5,5,5,-5,15,15,8,8,1,-5,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
194,FDUx4RwHKBfPt8C3sTR6Nu,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
195,ioFAwUsNVSuh2bgxZajeKW,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
196,4AGyNwRtNgXzRuzqRzR83d,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
197,DAW4H85mfvYYUQm7rEo5DK,1,0,1,1,1,-1,3,3,4,4,5,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
198,6MViF2acWcHSKJ9g5M4djt,1,1,2,0,2,0,6,0,5,3,4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
199,MGeiDoz6DkMRfRBbGbrTJq,0,1,1,-1,1,1,3,-3,4,2,5,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
200,KKrgUBG2J2oJS7mofuATSf,1,1,2,0,2,0,6,0,5,3,4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
201,iChcrULZqBZwFfUBqN65RP,1,0,1,1,1,-1,3,3,4,4,5,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
202,a38RvaZunZj3pxkV7ed2hd,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
203,jx9uGuEHPwdYDiqyJPaE36,0,5,5,-5,5,5,15,-15,8,-2,1,5,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
204,66yjdYtMsrbtxLG59HBnWw,0,7,7,-7,7,7,21,-21,10,-4,-1,7,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
205,3BSPbMCNKHvBRiMadq7ydD,0,7,7,-7,7,7,21,-21,10,-4,-1,7,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
206,AZNdNpXhaMKEtEkzcQapgX,0,7,7,-7,7,7,21,-21,10,-4,-1,7,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
207,FFFLSk99V6WC2p86fimGzw,3,0,3,3,3,-3,9,9,6,6,3,-3,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
208,CAuWNcUCJCRR525UKbjuVh,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
209,UeLb7NzBSYZLxMB2iTdJtd,9,5,14,4,14,-4,42,12,17,7,-8,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
210,T2hko2bbjrzZsft6QmxpSS,9,5,14,4,14,-4,42,12,17,7,-8,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
211,TpYKJTqbPauJZQJGQdzUQ8,9,5,14,4,14,-4,42,12,17,7,-8,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
212,5oKXQdEyiGFDsYwBniTCCw,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
213,U5N2cP3gp4dQTgxY9LMVn4,0,8,8,-8,8,8,24,-24,11,-5,-2,8,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
214,cV8LHkTUFDGXJeLo7rwRqX,0,6,6,-6,6,6,18,-18,9,-3,0,6,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
215,7qZeBeDxUoN5TZjkp2fHWx,0,6,6,-6,6,6,18,-18,9,-3,0,6,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
216,mkaVYpWmfhYunxLzygZ7FX,0,6,6,-6,6,6,18,-18,9,-3,0,6,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
217,nhf4UBDAcQmYqEsAbH74F9,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
218,fB8B2DJ4UxS6XkLjhQWZGN,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
219,LKbn5xeF8tZ6SGRL9sGHPx,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
220,kfbZQBsZEwkHPhk6XKKGSE,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
221,MbM6rirdscXZapB4FPnaNo,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
222,Zr6PeJyWUV6e2m3daPYC3i,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
223,SxMeDZNiibf5dqfJDU5GjH,3,0,3,3,3,-3,9,9,6,6,3,-3,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
224,4V6dmCUJzfsVSxiHMNSYnj,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
225,ERKfpz9jvassmWreza36V7,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
226,jqGvwQHJ9S9vJwbcv8BcEH,3,0,3,3,3,-3,9,9,6,6,3,-3,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
227,4Y2STpHBNj4tApnKN8eEyS,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
228,jVyUfPkUkMRMReQZKqR4bU,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
229,fRU8EdUCpzMHZdPPPdtLQE,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
230,MKyhhYN6XTRozcbF2JWauj,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
231,3xEyVNBbYpjMF4udikVPUw,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
232,me9xKhk2aYH5nwKzfPjG3w,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
233,YiQjLfXyGDnZdXCdq76nro,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
234,oVKcLoBUZZoEau3TN436t7,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
235,N5LA97si59QenwxBpvNSBx,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
236,kVjKAFJVoFxe33jseeLJtV,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
237,RnPn29JrfYVGq6xWWjKiZa,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
238,6fFCiVaWgMMdkdCMhZhiYD,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
239,3pwi2dFUcLzMB7t9KUbdD2,0,5,5,-5,5,5,15,-15,8,-2,1,5,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
240,E5KQSAq4JL7LYoL5T8Amqr,0,5,5,-5,5,5,15,-15,8,-2,1,5,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
241,B5FLtwTKrXXSrsQWbSWbyu,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
242,iM2fF3x3wLtZsjmfB79yvr,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
243,Ny8bPQiEn3diLsoLYni9Wz,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
244,CXuAqCP3dYZMoTmJ2cpmDf,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
245,NKJGCsuaNBdeuBAXCFR6RZ,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
246,RJhCAYWBofBjY35j3hH8ar,0,5,5,-5,5,5,15,-15,8,-2,1,5,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
247,VxBwPMZXw5bNdBTT82bdtE,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
248,2Apf4cifBiC8GpT7ZJh4yC,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
249,HMJHPcDua4QqvSkvcXsgkR,0,2,2,-2,2,2,6,-6,5,1,4,2,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
250,npNpjx7BXv2Fs3vFPkczv2,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
251,TQuGkgK5fP35sJtk6EMnW2,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
252,PnXAL2UaV2ct5XhgpxA6pL,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
253,Ruo4bVVxADDtwhzKM8dZSP,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
254,NztFKgRf2EgiGxoXDqxp35,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
255,mtaLvN6gGQ9XxrgzKraHHp,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
256,4LT52AwZTFWNCEjYn4W7PR,0,4,4,-4,4,4,12,-12,7,-1,2,4,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
257,KLYw8vTsAtxGdB7JCjA2Nq,0,4,4,-4,4,4,12,-12,7,-1,2,4,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
258,493GrVGMqEdZqgkTTLC3qz,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
259,LB5HXjRdoqLwDsq8tagtcJ,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
260,fkZ2Wjn8aQXKGA9P25xGpg,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
261,G5hPqiJkSQzDpuqwdZTezH,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
262,RzKwGuVFAfuY45CgXUKLg7,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
263,beSZhSuSxdRDPbrPcRPoxS,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
264,M7L4ywPrjWcG5MaiwbaRSe,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
265,C76wZ8TyptyzHN7s92ddWv,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
266,PgvSyUKJjQ2zxmpj8gtexL,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
267,a62dFMLSxutyAZULzSU7rE,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
268,Leq7EVdWXGPf3n9zFbJD2A,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
269,C394PSRSmTdXwZHfVuUz9T,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
270,FgnVefdpAeSjSQPHPCtKgc,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
271,BS5iyVKQFvNGfzYKHN4WwH,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
272,TfyKmEewQ9rdnKJiRxE6DY,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
273,mWJvDTmABtiiu73FzukorB,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
274,k4LPkwdPHoohdAkVLsRTcN,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
275,gqZ4PzBUuQGzb2gzj2CpVK,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
276,cSQ2NXyCjHu5s6fSg5JD7A,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
277,T3zwJjGxwvHmT7Qi4i4Hpz,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
278,Kj9NYpYUcYAy3HCbHyU3VD,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
279,GifPk5TX98TfPPMfPZGW8R,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
280,cXmifwfXRdoVynTY2zk8Gq,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
281,oGRFR62stv3Eadzw7THXUn,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
282,CEcwf6CGUhW4SnNNeShEYt,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
283,PF8NTb62HQtcHqp4VecNgs,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
284,Zz5aNnDMJdEBgymKFF3W8w,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
285,6XXA2cvmSkiy2VGJSWbAVT,6,2,8,4,8,-4,24,12,11,7,-2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
286,6ZJjHm9CuXpEckvhPnvKyu,4,2,6,2,6,-2,18,6,9,5,0,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
287,4NcoCvtNKTWQfsRJ48Kjx4,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
288,KmpFrh78CVf6gCv9bKC9m6,5,3,8,2,8,-2,24,6,11,5,-2,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
289,ZpDhDQKxgwDuMb7aPui9e6,5,3,8,2,8,-2,24,6,11,5,-2,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
290,MuHKFGix6CqJjPLvqan7Qz,5,3,8,2,8,-2,24,6,11,5,-2,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
291,PA2jsq4KExd3E3GjRwBSUJ,5,3,8,2,8,-2,24,6,11,5,-2,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
292,TQ4RNfmcN8mTtcKNVhw7Ff,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
293,kpf5pmLdbvMZBUBQA7oDwq,8,9,17,-1,17,1,51,-3,20,2,-11,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
294,auQNv6WTVMBZqpa2QBDQ6X,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
295,ndnj9Jye7oqqw5KnUXaTk2,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
296,626ZaBX3xMcgGem9wVYzBq,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
297,XQ4EgzxxFUBtKttyY5377R,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
298,DSnXGRXfWm6YfXrCJwBZNV,8,8,16,0,16,0,48,0,19,3,-10,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
299,Lk6WqPqx4iBaP2vH9imezY,8,8,16,0,16,0,48,0,19,3,-10,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
300,5DLtHEf8QiL4oWBp4ZBeAq,0,8,8,-8,8,8,24,-24,11,-5,-2,8,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
301,eU3foLU5pfZrwNyTEZwPxz,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
302,i28erMNBRz63W7ELSiykyu,3,0,3,3,3,-3,9,9,6,6,3,-3,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
303,Ukp2ALB8XnP9xfnGuBhLea,3,0,3,3,3,-3,9,9,6,6,3,-3,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
304,cHtedGgyqjF4LGcMdo6yzD,3,3,6,0,6,0,18,0,9,3,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
305,4jUBaXu8PCfmUzxArTg3xi,3,3,6,0,6,0,18,0,9,3,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
306,6S9hMZJ2VugHxuUfzz4TWN,3,3,6,0,6,0,18,0,9,3,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
307,MsUJsZpGohdPxVs6wH7tCX,0,8,8,-8,8,8,24,-24,11,-5,-2,8,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
308,YkcRy5jJJb9d6UHF4zcfcd,0,8,8,-8,8,8,24,-24,11,-5,-2,8,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
309,kEdNKmRxuFc3445pdsMw94,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
310,fLHeRcQzEmKMshhDMZ5nEn,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
311,Cwt6Eadse64LpdWvmN7SEd,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
312,BqiX8MdwhLhyxq9iy9BHNm,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
313,kaLA2CgTCkzj9tA9zPmtGy,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
314,h4kJqzfkcgjMP4QqGrabF6,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
315,8Ft9ubdyKyMEBwR5RQNvHs,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
316,ZvxxZuva6FvFaCXcQPpjiS,0,8,8,-8,8,8,24,-24,11,-5,-2,8,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
317,HRjGzCpT9c79uSeuiswH73,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
318,WkCsmYUeAh92E2epqKa6qX,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
319,JmFpBRioGVC8sdwyHTtV32,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
320,L9hGDWmPBWx4rLo5xJ2qwJ,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
321,KoBvjNCigphWX952FEHZCe,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
322,mkshH7XD6JavYGP7Y3fJHU,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
323,QDNV3zrw6wW5bpYReW3RLv,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
