,id,input_a,input_b,output_add,output_sub,output_add_MR1,output_sub_MR1,output_add_MR2,output_sub_MR2,output_add_MR3,output_sub_MR3,output_add_MR4,output_sub_MR4
841,3WwGfEnMMWNMzQfyZ4opgd,21,21,42,0,42,0,126,0,48,0,36,0
842,VfjepjPLpwHGG6zGkzjRbc,26,10,36,16,36,-16,108,48,42,16,30,16
843,RHruziH4UntBPgPJWS45JZ,26,10,36,16,36,-16,108,48,42,16,30,16
844,PGfQLPJFMm7vFJPbtypLSh,26,10,36,16,36,-16,108,48,42,16,30,16
845,3kWLYdLSVh7FLzziXuGNTf,26,10,36,16,36,-16,108,48,42,16,30,16
846,TRfdm88hA46gGveqvuEKzw,26,26,52,0,52,0,156,0,58,0,46,0
847,Ln3z6ZC3YoSpzuPdKxbyH6,10,10,20,0,20,0,60,0,26,0,14,0
848,GAhFng7DenneuLmAkr5mtd,10,16,26,-6,26,6,78,-18,32,-6,20,-6
849,Hx2LJDtWbhgnPR7rJuQSM2,16,10,26,6,26,-6,78,18,32,6,20,6
850,9sXXewikSbb8vQwEKqhdTZ,16,10,26,6,26,-6,78,18,32,6,20,6
851,hsCzZcF2cUSxuvxifzrGyT,16,10,26,6,26,-6,78,18,32,6,20,6
852,nuuzKNTgeFVHbP6vHvfywt,19,10,29,9,29,-9,87,27,35,9,23,9
853,NAAaWwE6Yeg8b7NpdxrV32,18,10,28,8,28,-8,84,24,34,8,22,8
854,cnyvYr78WEsZZ3Cai9rGxL,18,24,42,-6,42,6,126,-18,48,-6,36,-6
855,4ijvSxZLCZ5JkNpDkuguqM,18,23,41,-5,41,5,123,-15,47,-5,35,-5
856,CvBEPrpXRT8gdAUbenRcku,18,23,41,-5,41,5,123,-15,47,-5,35,-5
857,XgHPTJDSSyR3wr36vyEPgX,16,16,32,0,32,0,96,0,38,0,26,0
858,fUJowAf9wbtVy5qPhqYSJW,16,16,32,0,32,0,96,0,38,0,26,0
859,EjtCLXdkD2WaDHjezEYUWA,16,16,32,0,32,0,96,0,38,0,26,0
860,KZHdyCymHCBbJpDVaA6Mtp,23,16,39,7,39,-7,117,21,45,7,33,7
861,gYQ5vSJP67uKRoyzz3hZdU,23,10,33,13,33,-13,99,39,39,13,27,13
862,RnzjcHUdzkghnXPevWUwFM,20,10,30,10,30,-10,90,30,36,10,24,10
863,RyJhfTXAWYSWGQpr6CoKhX,20,20,40,0,40,0,120,0,46,0,34,0
864,RURo4f2zGUMgoAsj7QQhkx,20,10,30,10,30,-10,90,30,36,10,24,10
865,Bv9oyZAwEDzs46i5FZDfi8,20,10,30,10,30,-10,90,30,36,10,24,10
866,cy3jnhpqdAS3iu3NT8QVS7,20,10,30,10,30,-10,90,30,36,10,24,10
867,KnM396R3kYtu7Y9xU36UJE,20,20,40,0,40,0,120,0,46,0,34,0
868,khbokprciSkUHJKbXuFGjz,10,10,20,0,20,0,60,0,26,0,14,0
869,aH5F8PUkERXCD2A5VDubK4,10,10,20,0,20,0,60,0,26,0,14,0
870,HLDLkEFavQVuvjn8sdiNZr,10,10,20,0,20,0,60,0,26,0,14,0
871,AjEiha6mEJR8twBWot3jCo,10,10,20,0,20,0,60,0,26,0,14,0
872,2mCxShXC666DXJKgWDpnku,20,25,45,-5,45,5,135,-15,51,-5,39,-5
873,kpDFSL3jey36GgihbbJe4r,12,25,37,-13,37,13,111,-39,43,-13,31,-13
874,B7w3rvcMFhsQtz5fXZpe2v,12,25,37,-13,37,13,111,-39,43,-13,31,-13
875,SDBwXjj5Lz9ryJSKdQGBa2,23,23,46,0,46,0,138,0,52,0,40,0
876,D4cCxE28ZxpVWDfEttFn9i,23,23,46,0,46,0,138,0,52,0,40,0
877,Xyc3iyz5pXQYytt8GfChQd,20,20,40,0,40,0,120,0,46,0,34,0
878,kWKJgqDKqq6w2tnKiDZrcG,20,15,35,5,35,-5,105,15,41,5,29,5
879,Ykgo2oqrmZWewCwiL5ZvDq,20,15,35,5,35,-5,105,15,41,5,29,5
880,QKDeDrUEAYqJPDKk7BJh4P,20,15,35,5,35,-5,105,15,41,5,29,5
881,LQzH5Kds5BfnCqNJv98wV7,20,15,35,5,35,-5,105,15,41,5,29,5
882,XfvpkJepTk2mtKZXxjZ89Q,20,18,38,2,38,-2,114,6,44,2,32,2
883,kq5XgA36RtC4ABeoVrGeZ9,20,18,38,2,38,-2,114,6,44,2,32,2
884,M9mpBwffwvFUADFjrFfHMA,20,18,38,2,38,-2,114,6,44,2,32,2
885,dLBEMjS68Vh2HWSwrGMyPH,20,18,38,2,38,-2,114,6,44,2,32,2
886,KMf2MMGwpvsWQg4BbMxoh9,20,18,38,2,38,-2,114,6,44,2,32,2
887,Xae6pbBL4Xg2zkpjMUSKa4,20,17,37,3,37,-3,111,9,43,3,31,3
888,Bi8MgiEgngcErDcnYC7TC7,20,17,37,3,37,-3,111,9,43,3,31,3
889,5Hv2kjGgmef3AYeXYPBiNe,20,17,37,3,37,-3,111,9,43,3,31,3
890,nedX8fibZ9j2E3axQiBBPj,20,17,37,3,37,-3,111,9,43,3,31,3
891,n664CWhwiomBENsdBJjqJH,17,17,34,0,34,0,102,0,40,0,28,0
892,5KwsGmtnDcYBAQJjx96axG,20,28,48,-8,48,8,144,-24,54,-8,42,-8
893,3rEU24TsF4Q3JhrdUvkDyr,20,20,40,0,40,0,120,0,46,0,34,0
894,4RtbJUnx5vXPZK6tV3HzGJ,18,16,34,2,34,-2,102,6,40,2,28,2
895,MqoMLCfbqH45BxQDpjQfjM,18,16,34,2,34,-2,102,6,40,2,28,2
896,hDkhZLBZc9U7nhbuJubK4Q,18,16,34,2,34,-2,102,6,40,2,28,2
897,bVTsiLG6uKZXdRKW3mgS46,20,10,30,10,30,-10,90,30,36,10,24,10
898,oQuQt78CgwbHgArBUXRBfX,20,20,40,0,40,0,120,0,46,0,34,0
899,QHVbgHAQkC98CQLoCapgwt,14,20,34,-6,34,6,102,-18,40,-6,28,-6
900,acuBCSCQivnbvrF2GM26uF,14,20,34,-6,34,6,102,-18,40,-6,28,-6
901,FCpYhbLvNSsxKCiFtCxQWE,14,20,34,-6,34,6,102,-18,40,-6,28,-6
902,TMhkx9DE4Jzoa523cUSkGb,20,10,30,10,30,-10,90,30,36,10,24,10
903,2wxqbmLkjVQuKg6qEGF7eV,20,26,46,-6,46,6,138,-18,52,-6,40,-6
904,43K8GJH9MnWpa3KqhXB5EL,20,20,40,0,40,0,120,0,46,0,34,0
905,FbTbSwsonVFZFj2pfKxLDY,10,10,20,0,20,0,60,0,26,0,14,0
906,AWVmhXXhonUP3pVFq5Mp95,11,20,31,-9,31,9,93,-27,37,-9,25,-9
907,bY3kDwH4NYRDzHADP47jsg,20,10,30,10,30,-10,90,30,36,10,24,10
908,NUMgTB6Df9geUkh8AFabQu,20,10,30,10,30,-10,90,30,36,10,24,10
909,i6KWjuaNTqJd3LFhn2JeWb,20,10,30,10,30,-10,90,30,36,10,24,10
910,8ib6Fn8fuSotsGumXBTfMm,20,10,30,10,30,-10,90,30,36,10,24,10
911,UWBAk93cdrtjRzhhWpmr5T,10,10,20,0,20,0,60,0,26,0,14,0
912,Xs9wapLnmF2jksPhmY8sTH,13,10,23,3,23,-3,69,9,29,3,17,3
913,VqJfT97fDHKez46T2DvL6Y,14,13,27,1,27,-1,81,3,33,1,21,1
914,Mfb4MwrLNmSVUpDqY7xYMS,16,13,29,3,29,-3,87,9,35,3,23,3
915,MjHyA63fMRAfNmwg7NrCfu,13,13,26,0,26,0,78,0,32,0,20,0
916,CfpyUsL9B5DHTCWunutqxs,13,11,24,2,24,-2,72,6,30,2,18,2
917,RSVuHFLxZZiJeqrSN3Jw5b,20,20,40,0,40,0,120,0,46,0,34,0
918,BMPRKjs38ZPQ67AJGYJYKH,20,10,30,10,30,-10,90,30,36,10,24,10
919,NfKVvkvgbaqF4umuK7ZxFN,28,10,38,18,38,-18,114,54,44,18,32,18
920,9KYBbZrp63w9v7jFbv4JHX,20,10,30,10,30,-10,90,30,36,10,24,10
921,X5BYS8XNSKstaNyCoHuEZh,17,10,27,7,27,-7,81,21,33,7,21,7
922,EZgU7otb3jmMxD6nJH7dYw,20,20,40,0,40,0,120,0,46,0,34,0
923,5Lj9yE2URUWMeHgX3moiNU,20,26,46,-6,46,6,138,-18,52,-6,40,-6
924,Z6qKez7A4PUF8KFpA73LnF,20,26,46,-6,46,6,138,-18,52,-6,40,-6
925,T65jFWEcsz9d7rBFabD4vy,20,26,46,-6,46,6,138,-18,52,-6,40,-6
926,gWNmBSaRwnSm5tuofukyDR,28,26,54,2,54,-2,162,6,60,2,48,2
927,SdvicHAdBtiKRYMkV5ZX5o,20,20,40,0,40,0,120,0,46,0,34,0
928,W2RynpAVnG79SiBA36ZHNA,20,20,40,0,40,0,120,0,46,0,34,0
929,hgn4rR5nSzYRU7EJMZTPKL,20,20,40,0,40,0,120,0,46,0,34,0
930,6PS3dTTn9Ej5MnMMLVY47w,15,20,35,-5,35,5,105,-15,41,-5,29,-5
931,aPu4PjHktnEQrDazmTARte,25,25,50,0,50,0,150,0,56,0,44,0
932,WfTANbYWgX6b5nSW3ie8fT,28,10,38,18,38,-18,114,54,44,18,32,18
933,oSKCiLWBvHXVStZTVDcvRj,28,10,38,18,38,-18,114,54,44,18,32,18
934,QEs9KPbx7hgVEbsRLUVtzF,28,10,38,18,38,-18,114,54,44,18,32,18
935,iS5NUvAczrpRshbUvdJpuu,28,10,38,18,38,-18,114,54,44,18,32,18
936,BUr8jEAM95URaatTkYv7s6,28,10,38,18,38,-18,114,54,44,18,32,18
937,SS3vuVBJGrVu3xHnthe6zk,10,10,20,0,20,0,60,0,26,0,14,0
938,cz8VPKTQgUSdXP66w2Lfp9,10,10,20,0,20,0,60,0,26,0,14,0
939,VXPCmMzVdhuEJZLps4mU9E,10,10,20,0,20,0,60,0,26,0,14,0
940,gBLa5RPvTE2hrn53nzt5Jp,10,10,20,0,20,0,60,0,26,0,14,0
941,MDNsYDSDDmdvR9TiHuZkTt,10,10,20,0,20,0,60,0,26,0,14,0
942,PfkW3sZhLzCtyqbx3NoDno,24,10,34,14,34,-14,102,42,40,14,28,14
943,5NoMmyJkZPe4fi8ApzR4eB,10,10,20,0,20,0,60,0,26,0,14,0
944,UccWvK6N6EVLfF8R7G8vz6,19,10,29,9,29,-9,87,27,35,9,23,9
945,EKTdhaGZzUpTRpm5H3ickD,19,10,29,9,29,-9,87,27,35,9,23,9
946,5ptjvgASHfBVpg9oativjk,10,10,20,0,20,0,60,0,26,0,14,0
947,V7ZSKATf4SdtQmNKtXTk7t,20,10,30,10,30,-10,90,30,36,10,24,10
948,2LdtZ7aFZZbA4b9tenHfF4,20,10,30,10,30,-10,90,30,36,10,24,10
949,F9PUy56NGRZ8XeRwmGJxSL,20,20,40,0,40,0,120,0,46,0,34,0
950,CgSnpdHfQuH9iNiSQ4g4dX,12,10,22,2,22,-2,66,6,28,2,16,2
951,cYNZzTC7TdTEUXbHz6vUkm,12,12,24,0,24,0,72,0,30,0,18,0
952,gvc9GAmgGxBosDp3WLRTLq,18,10,28,8,28,-8,84,24,34,8,22,8
953,cj3kVsccK4dBqceHz3yyt3,29,10,39,19,39,-19,117,57,45,19,33,19
954,8kbbT5C32G2AAmUL6aM6z3,29,10,39,19,39,-19,117,57,45,19,33,19
955,j3E8fykHQSqUWELvYeotHf,20,29,49,-9,49,9,147,-27,55,-9,43,-9
956,aya2nhfDjE9r7zv3ey7B2F,14,20,34,-6,34,6,102,-18,40,-6,28,-6
957,7vcRmfxNaqUkLS2XZwry2u,12,10,22,2,22,-2,66,6,28,2,16,2
958,22dJUNCbKZuiCX2xesU6pq,12,10,22,2,22,-2,66,6,28,2,16,2
959,Es7AXmuEDtnX3S5TRveBJw,28,12,40,16,40,-16,120,48,46,16,34,16
960,GfrBTiRrqGznxLbwGLB6Bh,29,12,41,17,41,-17,123,51,47,17,35,17
961,3xVq5zssTU26EEHVKK2U2G,29,16,45,13,45,-13,135,39,51,13,39,13
962,mbSzk4HFz5jHVhDp3AaRDv,20,20,40,0,40,0,120,0,46,0,34,0
963,BCe5YSqU4pFKKK625RBvV5,20,20,40,0,40,0,120,0,46,0,34,0
964,BMoYqb4MxbBVnNTb8G9fKY,25,25,50,0,50,0,150,0,56,0,44,0
965,UvruPGgSPgpMrCT5iuWdYt,25,25,50,0,50,0,150,0,56,0,44,0
966,bnGwGhEqLe24y3Tj9LjuF4,25,25,50,0,50,0,150,0,56,0,44,0
967,jmNt6Yx7PZn5nhuCJQXuBi,25,25,50,0,50,0,150,0,56,0,44,0
968,2TPKoUqU2dmAKmzVLHmhAJ,25,16,41,9,41,-9,123,27,47,9,35,9
969,DactaYnvG8eMai7EKk7Jss,25,16,41,9,41,-9,123,27,47,9,35,9
970,hAo7yUEQXDvogCpZxCxx8C,25,20,45,5,45,-5,135,15,51,5,39,5
971,RdxkNSrCXj9VrSSyop6fWb,25,20,45,5,45,-5,135,15,51,5,39,5
972,3gtjc7ShA7yGcZMHkFWYon,25,25,50,0,50,0,150,0,56,0,44,0
973,Sa4J2AxMZW7fDrbkHtyyPr,15,25,40,-10,40,10,120,-30,46,-10,34,-10
974,VfPPtCWBo7nAAysDDnvih8,15,25,40,-10,40,10,120,-30,46,-10,34,-10
975,aYBpndhtdsQuiveHFhYCCY,15,25,40,-10,40,10,120,-30,46,-10,34,-10
976,KEJP2HGFgVNVDGLUJ7gBHi,25,25,50,0,50,0,150,0,56,0,44,0
977,QUnzgx3j6bnqqnrZdictYK,20,25,45,-5,45,5,135,-15,51,-5,39,-5
978,3k3gQNhkfb4RwpkuhLfYmX,20,25,45,-5,45,5,135,-15,51,-5,39,-5
979,kxmuVUMsPoDe6uNtYwXMub,25,25,50,0,50,0,150,0,56,0,44,0
980,c5BZtEVoqDvRHwuNjrDpwM,25,25,50,0,50,0,150,0,56,0,44,0
981,dv5vin5z7KZwvxSQ4AHMoP,25,25,50,0,50,0,150,0,56,0,44,0
982,Hvg6TqUnqFvmV9j5bSbqUB,20,10,30,10,30,-10,90,30,36,10,24,10
983,afiUAdAeMwadtjAoQDWGZY,25,10,35,15,35,-15,105,45,41,15,29,15
984,ABc3QZpCrJU8pCLct7Q2sq,23,10,33,13,33,-13,99,39,39,13,27,13
985,ij2WAqMAKEeqMUo6kNLwC7,23,10,33,13,33,-13,99,39,39,13,27,13
986,3HnpCyYsTJ2G8jfRJmzYgU,23,10,33,13,33,-13,99,39,39,13,27,13
987,UupgWxiicHcMAmPz4UxwYf,16,10,26,6,26,-6,78,18,32,6,20,6
988,Db8QiDZ4dw2h8RmFimnHgu,16,10,26,6,26,-6,78,18,32,6,20,6
989,mQh8bbKrL3XuDzvoMA9iFs,16,10,26,6,26,-6,78,18,32,6,20,6
990,eND2z3fQfdHhwcpdUTGELE,28,10,38,18,38,-18,114,54,44,18,32,18
991,aEp7MYeyzZbrvBe99WxriW,28,28,56,0,56,0,168,0,62,0,50,0
992,KDUSAh7Lkr8Px4wradZfmJ,20,10,30,10,30,-10,90,30,36,10,24,10
993,CUpTsoGWLYuJ2AkrCkxfKU,20,20,40,0,40,0,120,0,46,0,34,0
994,Y7YgKgG3KG6nRMyHpAy4mh,20,20,40,0,40,0,120,0,46,0,34,0
995,5o3G787oR8McjJ5hJj8XYj,20,20,40,0,40,0,120,0,46,0,34,0
996,7c6Kb2xJJJPqtrL3qTZ3ft,23,20,43,3,43,-3,129,9,49,3,37,3
997,ceizgZydYkXbNYTBXGLBiH,20,20,40,0,40,0,120,0,46,0,34,0
998,ARSfsYZWureN64neTuawHz,18,20,38,-2,38,2,114,-6,44,-2,32,-2
999,eBFckHupcpE8Jh9irWSP78,20,10,30,10,30,-10,90,30,36,10,24,10
