,id,input_a,input_b,output_add,output_sub,output_add_MR1,output_sub_MR1,output_add_MR2,output_sub_MR2,output_add_MR3,output_sub_MR3,output_add_MR4,output_sub_MR4,MR1_checker_add,MR2_checker_add,MR3_checker_add,MR4_checker_add,MR1_checker_sub,MR2_checker_sub,MR3_checker_sub,MR4_checker_sub
153,8Nr7kiJRc5mL2WBqysbHNF,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
154,VigBUjeZBmt4EprbctYANp,8,0,8,8,8,-8,24,24,14,8,2,8,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
155,GZz9pbQ9Ez7eYJYMHERBPj,0,8,8,-8,8,8,24,-24,14,-8,2,-8,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
156,CExap5R9vWaSCFJvYyDfKg,4,8,12,-4,12,4,36,-12,18,-4,6,-4,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
157,iquZzxuVrKT76M7JJNmi6X,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
158,SfTeBB5EjBVWGTL348M6qn,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
159,6oahoVXb4PME66mrvTtcHq,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
160,8RQ7g7E45iJagm7hoe8jXW,9,9,18,0,18,0,54,0,24,0,12,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
161,K8bQkAps5HLzrKA3y7we3J,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
162,a8yST4yvvvUrQ2rvRYuPZR,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
163,Tx8znBeTdL6gHSxFRG7rsi,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
164,75sq52P49CwNSYVooA7w29,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
165,4GzHQB4DnbPotsya8wqgdQ,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
166,Q3RLjMQaBCteRWYeEEkawn,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
167,n8yu4fDGvX7LLHb8v7jrMB,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
168,Fz6fhJSrbcJr9wq78E3maJ,1,0,1,1,1,-1,3,3,7,1,-5,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
169,6k6XXYaHidth9GkAsMv9kL,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
170,4XyDsJT9pBfhL4FrYKTQyN,6,0,6,6,6,-6,18,18,12,6,0,6,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
171,Vndp2ekUT4mm4cqzvLpH4s,1,0,1,1,1,-1,3,3,7,1,-5,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
172,YPrs3g4xhQi6y2khRm2RBd,2,0,2,2,2,-2,6,6,8,2,-4,2,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
173,6VovhuPuSHej8Fn6xVbxLg,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
174,2ZGS3A3tTtaLLNnJxfZuec,9,8,17,1,17,-1,51,3,23,1,11,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
175,Pz8BeHLrBvZ9r62HPi2ExJ,9,8,17,1,17,-1,51,3,23,1,11,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
176,38wq7fBmCwXgbTef45HnjC,9,8,17,1,17,-1,51,3,23,1,11,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
177,93WdNfxrNHihX3jE2iNaHS,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
178,haHu2gYPi4tCvN5hqyQBVJ,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
179,RDQV9rLtL93DsAeRinhNLm,8,0,8,8,8,-8,24,24,14,8,2,8,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
180,oLQFxSraQUeZSYoPhoz4uK,8,0,8,8,8,-8,24,24,14,8,2,8,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
181,UYmARLRs5k3rEUW2e6zyQt,8,0,8,8,8,-8,24,24,14,8,2,8,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
182,V6xgiof9s6QWLqzHJYBdMR,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
183,9z7SAMvheCzdgr7zLZ5Uef,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
184,VaDPkWuQRiAn9LGS39fViN,3,7,10,-4,10,4,30,-12,16,-4,4,-4,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
185,Bvn2yk8y2LdNBQtLCkfwX6,3,7,10,-4,10,4,30,-12,16,-4,4,-4,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
186,aFkMbLfziKhedRao8q6Q37,3,7,10,-4,10,4,30,-12,16,-4,4,-4,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
187,aNyHGSpDQDb95LBySeS9jR,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
188,CPAZ8LFNyvAypgJpZWC7TC,5,4,9,1,9,-1,27,3,15,1,3,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
189,9P2GxGqvDD49GrMADy9DD8,5,4,9,1,9,-1,27,3,15,1,3,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
190,jhnzXJKZMZiKeBXNCaqWoP,5,4,9,1,9,-1,27,3,15,1,3,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
191,4ttLom3Pw8Ak2EYWUjUna8,5,4,9,1,9,-1,27,3,15,1,3,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
192,Pj94Ff7iSizeZysqTNeA68,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
193,jTJoDMb9xuwZRAGhE6TAEi,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
194,9jzgJpDvLspshvBeH8vkFP,0,4,4,-4,4,4,12,-12,10,-4,-2,-4,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
195,ENPCd5uvjPFcHbHAMwp2wx,0,4,4,-4,4,4,12,-12,10,-4,-2,-4,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
196,NEtrkxKGsasQkpJJHexVGH,0,4,4,-4,4,4,12,-12,10,-4,-2,-4,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
197,5j783oREBpBTt3p4iD2hnV,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
198,B6YwCmfLtWFySXpmAU8opk,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
199,jb5yTfJayxMxapEQ55XXeY,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
200,4Fyoyrdy6AkDJ8mWhsrjWW,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
201,jRSXu2tLQrVyzmWhpVMAtS,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
202,UxhXfaTvhTXSpc9PABC8Vs,2,0,2,2,2,-2,6,6,8,2,-4,2,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
203,Uqvk9e4uNXSKWnRySMgCFS,2,0,2,2,2,-2,6,6,8,2,-4,2,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
204,D3BSd6tY68HQJVrco9pshM,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
205,ZECGfdTLyf2tFimrqTqG5v,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
206,A6VtBrksZNGSrgt9C74LhF,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
207,bwMKtg3LSDCdP9i4VMUMbG,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
208,ashn7BSiErqeUztfEVELFx,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
209,WBxxtufe7hbAZcpr6aELHh,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
210,N2hfnrv3nRPSAZnpkxVSe6,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
211,MJBgLY2LjtSWz3X7HJw8tA,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
212,Re8NRjgeGgahRCVWYLRfxW,6,6,12,0,12,0,36,0,18,0,6,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
213,8B2JMuMZZXEuie7crQ9zTj,6,6,12,0,12,0,36,0,18,0,6,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
214,kXacHk7FJvwB2uXnbdLNUJ,9,6,15,3,15,-3,45,9,21,3,9,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
215,i5YcU4YwQ8VcRVAGaTTtuB,9,6,15,3,15,-3,45,9,21,3,9,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
216,JBDqqw6bf2BUFBUirnhdP8,8,6,14,2,14,-2,42,6,20,2,8,2,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
217,NqHKGmqA7Sq7zYkrZCKZuS,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
218,aYMyXfNRNznZkHqpVCGpmn,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
219,MUv9sChZxQeDVQ9qVuqbSe,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
220,aErBsdVhAX34SBQVimFpud,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
221,D6BMxzZnk5qXef9duURDVP,5,5,10,0,10,0,30,0,16,0,4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
222,LXiaa4WoxVsRueWfQwNvum,0,1,1,-1,1,1,3,-3,7,-1,-5,-1,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
223,A26BGcSKK95h4irm9pVgjx,0,1,1,-1,1,1,3,-3,7,-1,-5,-1,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
224,KSLCR7nz45CPTQYR9vHjBc,8,0,8,8,8,-8,24,24,14,8,2,8,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
225,CEuh8sFd97cxdjyrRsK9UK,0,1,1,-1,1,1,3,-3,7,-1,-5,-1,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
226,PBpyvybEKKCxBzuhuJQxmY,0,1,1,-1,1,1,3,-3,7,-1,-5,-1,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
227,6YuwjWkpGXkbxAXFM9KxMe,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
228,bTZjmGhXbTJ3EECGR48LXz,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
229,63wshq6tsPJsmmfYWwkReu,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
230,PzVs3wzibVVpiYnLnmgg5T,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
231,3bzdtVjqNRN4hUZtt5saJf,8,0,8,8,8,-8,24,24,14,8,2,8,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
232,Z8LrA9DzitRCnFfJALn39k,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
233,X3M2sTzdw99p29nP773Aih,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
234,CukfG9JmGDue3Dr2evrA53,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
235,d7aUTvPNnuYawLMVUkxa7p,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
236,EHFtHCqctoHkBwntrTJwK2,4,0,4,4,4,-4,12,12,10,4,-2,4,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
237,EtxkCRGmQAWnPfpcqqAXc5,7,7,14,0,14,0,42,0,20,0,8,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
238,QsZTFSkoBnDUxRg6FpKxzP,7,7,14,0,14,0,42,0,20,0,8,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
239,RfWCewCvz2nLLLPqN4X9At,7,0,7,7,7,-7,21,21,13,7,1,7,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
240,45xkMkBdB439DpxNhs5HYR,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
241,ds5xUWRbTLRyS5e8qiYBLS,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
242,7tTCTaxrLMBs4NxbSRLGfu,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
243,nhMXFUH7heRQCrywnnBDXS,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
244,VjM8Pb3sFgqzDx2DmoUfKC,0,3,3,-3,3,3,9,-9,9,-3,-3,-3,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
245,QgWA4VrxFAS48g5UvKU6oZ,6,3,9,3,9,-3,27,9,15,3,3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
246,kUzn8i22iUCucAwapP4Evv,6,3,9,3,9,-3,27,9,15,3,3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
247,ZX6HGR5omGwJEfuVbpJFLX,4,0,4,4,4,-4,12,12,10,4,-2,4,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
248,b64zYTcFPxSTmJsjD3gd3a,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
249,CXZTu6kkQfiiyiGCppkoP6,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
250,ZrDvcRHHERbpgEzxKuvwpv,4,0,4,4,4,-4,12,12,10,4,-2,4,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
251,6VyMu2fbaTQUr4iLZrKefD,4,0,4,4,4,-4,12,12,10,4,-2,4,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
252,Hwc7RMT2Fgac49NC298EWZ,1,0,1,1,1,-1,3,3,7,1,-5,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
253,abqrEHRxgKxNCWGShrgDDj,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
254,njrq7ArTjwJ5wS5x5RsQ2x,5,1,6,4,6,-4,18,12,12,4,0,4,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
255,SCVRKaL2Ad7NkvRjRATZvF,7,1,8,6,8,-6,24,18,14,6,2,6,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
256,ANGq4kyejdW6UZeg95wxMC,7,1,8,6,8,-6,24,18,14,6,2,6,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
257,7CY3A3GxFTMp7CouTWQfJK,1,0,1,1,1,-1,3,3,7,1,-5,1,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
258,eexV2tuN56yeMvk7UBPNYQ,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
259,5bhUZyrSDtuwf6zxAHdZ8S,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
260,XYv7fNtusdisQj9rbshgrf,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
261,6wmzGuuXcZbRaYuG68UgJz,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
262,UffYqkpWwWNT7pq43BBFTn,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
263,eGr8mzZaHDQBwvWQmyUZ79,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
264,f3Ac9h9KchngwDrFommrRK,6,3,9,3,9,-3,27,9,15,3,3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
265,5QcBn2y7VZUbvNnebQp3jH,6,0,6,6,6,-6,18,18,12,6,0,6,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
266,ApjvrigM2kfUoqadvLW6aH,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
267,PpKwk8XkTxz8ZyRkdppwXe,0,7,7,-7,7,7,21,-21,13,-7,1,-7,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
268,3xsdLLjaur3dKNwg2WtcUk,0,7,7,-7,7,7,21,-21,13,-7,1,-7,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
269,dwcHWVijzP3DZ9TDYRmszV,0,7,7,-7,7,7,21,-21,13,-7,1,-7,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
270,GYw8ah9UuaWKcqtJ4YLcFX,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
271,MbyVu5SLTR3QciSVMMRZey,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
272,7uUG6Yt92ZivGWK9hk4TS8,5,5,10,0,10,0,30,0,16,0,4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
273,BDsfNCoyYLWxvbLti8K6tj,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
274,aqoSP7NC4aSBwL44wAxXmv,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
275,AQ5Z5L76ByQ6sdvamL7e2C,0,5,5,-5,5,5,15,-15,11,-5,-1,-5,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
276,ZvJvTSg5DZpadX6vGVUT3y,8,5,13,3,13,-3,39,9,19,3,7,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
277,6un3PXuuPrEsTKfACG6MPZ,3,3,6,0,6,0,18,0,12,0,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
278,hMR2UeSwtWtRUk25RFV3Md,3,3,6,0,6,0,18,0,12,0,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
279,nzH6GLjYy9sbTyRWp6ByuC,3,3,6,0,6,0,18,0,12,0,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
280,M2QyYqC348TifM2EYUeXAc,3,3,6,0,6,0,18,0,12,0,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
281,G6Apn29f5fCr5nrdrBCxyJ,3,3,6,0,6,0,18,0,12,0,0,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
282,P6Yut2iKExqJeCxLK6gmG7,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
283,eyu8YaCdhm6kYBt9eWKXys,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
284,VhzqYZALmL9r9MW2RgeGCd,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
285,mtmvEQ2mPb7kegK8XNfzPc,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
286,PmY9FugBsYnczYTK32boms,0,8,8,-8,8,8,24,-24,14,-8,2,-8,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
287,Yy9aDAGb5SYWN8L3Ph57AR,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
288,dfWqKk72cMHFyeXd6CQK8A,2,0,2,2,2,-2,6,6,8,2,-4,2,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
289,BhQB94KNydBSYj7uvzMzBA,2,0,2,2,2,-2,6,6,8,2,-4,2,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
290,a9eN3DS7qbnkPE52FWDxht,2,0,2,2,2,-2,6,6,8,2,-4,2,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
291,Uap6RmWMJpomR5Q7LpMLAv,2,5,7,-3,7,3,21,-9,13,-3,1,-3,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
292,Mu6CqDbcirjpXiQqaYWBKz,4,0,4,4,4,-4,12,12,10,4,-2,4,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
293,2ijAcHpGBevCKk28fazK4M,4,0,4,4,4,-4,12,12,10,4,-2,4,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
294,Lf6D28MKz9cibVH932Urws,9,9,18,0,18,0,54,0,24,0,12,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
295,iC2ftvmuf6GwgpaubPbjGb,9,9,18,0,18,0,54,0,24,0,12,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
296,WnP4zU9GdfRs2ZJupG9Lf2,9,9,18,0,18,0,54,0,24,0,12,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
297,9JU63fsqAFAAyP8aQjZYnJ,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
298,Vm3fpCDCYTucLAt4q6hW6H,8,0,8,8,8,-8,24,24,14,8,2,8,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
299,Zhg3QTcnWYBpudeaGuWKcx,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
300,3CmEvRxNX8ygNcxiB8mjgD,9,9,18,0,18,0,54,0,24,0,12,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
301,QwwrL3aewQro9dF8RQyjsE,2,9,11,-7,11,7,33,-21,17,-7,5,-7,No-violated,No-violated,Violated,Violated,Violated,Violated,No-violated,No-violated
302,HYgm3xEgmLTguEZJCzoCMt,6,0,6,6,6,-6,18,18,12,6,0,6,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
303,D8MnW9VKZNKoHpmppZRUyU,5,0,5,5,5,-5,15,15,11,5,-1,5,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
304,26EJGYNuhPndBR3ouCowBW,9,0,9,9,9,-9,27,27,15,9,3,9,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
305,dxvQ8q4TMB66GpaFJKcgyv,9,6,15,3,15,-3,45,9,21,3,9,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
306,7aJuzfx9GACjhDcKS5oWfk,5,5,10,0,10,0,30,0,16,0,4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
307,e3P4yZoQPwZNA5HmfhdbKM,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
308,LcX3PvNDt4iGHvQyTHAyMX,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
309,MW8dwKWt9XEP6ZDs7xg2fm,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
310,AxLRWJDc69Rz6khmKYBWnw,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
311,4qZawyqHzYTn2TrsLsVL3V,0,0,0,0,0,0,0,0,6,0,-6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,No-violated,No-violated
312,DjzHunTB9EAkhCN8PoH7HQ,3,0,3,3,3,-3,9,9,9,3,-3,3,No-violated,No-violated,Violated,Violated,Violated,No-violated,No-violated,No-violated
